network,config,method,replicate,metric,value,status
Koenen_2020,conf_ils_low_10M,grampa,1,edit_distance,0.7702702702702703,SUCCESS
Koenen_2020,conf_ils_low_10M,grampa,1,num_rets_diff,1.0,SUCCESS
Koenen_2020,conf_ils_low_10M,grampa,1,ploidy_diff.dist,1.0,SUCCESS
Koenen_2020,conf_ils_low_10M,grampa,1,ploidy_diff.FP,0.0,SUCCESS
Koenen_2020,conf_ils_low_10M,grampa,1,ploidy_diff.FN,5.0,SUCCESS
Koenen_2020,conf_ils_low_10M,grampa,1,ploidy_diff.TP,0.0,SUCCESS
Koenen_2020,conf_ils_low_10M,grampa,1,ret_leaf_jaccard.dist,1.0,SUCCESS
Koenen_2020,conf_ils_low_10M,grampa,1,ret_leaf_jaccard.FP,0.0,SUCCESS
Koenen_2020,conf_ils_low_10M,grampa,1,ret_leaf_jaccard.FN,1.0,SUCCESS
Koenen_2020,conf_ils_low_10M,grampa,1,ret_leaf_jaccard.TP,0.0,SUCCESS
Koenen_2020,conf_ils_low_10M,grampa,1,ret_sisters_jaccard.dist,1.0,SUCCESS
Koenen_2020,conf_ils_low_10M,grampa,1,ret_sisters_jaccard.FP,0.0,SUCCESS
Koenen_2020,conf_ils_low_10M,grampa,1,ret_sisters_jaccard.FN,1.0,SUCCESS
Koenen_2020,conf_ils_low_10M,grampa,1,ret_sisters_jaccard.TP,0.0,SUCCESS
Koenen_2020,conf_ils_low_10M,grampa,2,edit_distance,0.7837837837837838,SUCCESS
Koenen_2020,conf_ils_low_10M,grampa,2,num_rets_diff,0.0,SUCCESS
Koenen_2020,conf_ils_low_10M,grampa,2,ploidy_diff.dist,0.0,SUCCESS
Koenen_2020,conf_ils_low_10M,grampa,2,ploidy_diff.FP,0.0,SUCCESS
Koenen_2020,conf_ils_low_10M,grampa,2,ploidy_diff.FN,0.0,SUCCESS
Koenen_2020,conf_ils_low_10M,grampa,2,ploidy_diff.TP,5.0,SUCCESS
Koenen_2020,conf_ils_low_10M,grampa,2,ret_leaf_jaccard.dist,0.0,SUCCESS
Koenen_2020,conf_ils_low_10M,grampa,2,ret_leaf_jaccard.FP,0.0,SUCCESS
Koenen_2020,conf_ils_low_10M,grampa,2,ret_leaf_jaccard.FN,0.0,SUCCESS
Koenen_2020,conf_ils_low_10M,grampa,2,ret_leaf_jaccard.TP,1.0,SUCCESS
Koenen_2020,conf_ils_low_10M,grampa,2,ret_sisters_jaccard.dist,0.0,SUCCESS
Koenen_2020,conf_ils_low_10M,grampa,2,ret_sisters_jaccard.FP,0.0,SUCCESS
Koenen_2020,conf_ils_low_10M,grampa,2,ret_sisters_jaccard.FN,0.0,SUCCESS
Koenen_2020,conf_ils_low_10M,grampa,2,ret_sisters_jaccard.TP,1.0,SUCCESS
Koenen_2020,conf_ils_low_10M,grampa,3,edit_distance,0.8648648648648649,SUCCESS
Koenen_2020,conf_ils_low_10M,grampa,3,num_rets_diff,0.0,SUCCESS
Koenen_2020,conf_ils_low_10M,grampa,3,ploidy_diff.dist,0.0,SUCCESS
Koenen_2020,conf_ils_low_10M,grampa,3,ploidy_diff.FP,0.0,SUCCESS
Koenen_2020,conf_ils_low_10M,grampa,3,ploidy_diff.FN,0.0,SUCCESS
Koenen_2020,conf_ils_low_10M,grampa,3,ploidy_diff.TP,5.0,SUCCESS
Koenen_2020,conf_ils_low_10M,grampa,3,ret_leaf_jaccard.dist,0.0,SUCCESS
Koenen_2020,conf_ils_low_10M,grampa,3,ret_leaf_jaccard.FP,0.0,SUCCESS
Koenen_2020,conf_ils_low_10M,grampa,3,ret_leaf_jaccard.FN,0.0,SUCCESS
Koenen_2020,conf_ils_low_10M,grampa,3,ret_leaf_jaccard.TP,1.0,SUCCESS
Koenen_2020,conf_ils_low_10M,grampa,3,ret_sisters_jaccard.dist,0.0,SUCCESS
Koenen_2020,conf_ils_low_10M,grampa,3,ret_sisters_jaccard.FP,0.0,SUCCESS
Koenen_2020,conf_ils_low_10M,grampa,3,ret_sisters_jaccard.FN,0.0,SUCCESS
Koenen_2020,conf_ils_low_10M,grampa,3,ret_sisters_jaccard.TP,1.0,SUCCESS
Koenen_2020,conf_ils_low_10M,grampa,4,edit_distance,0.7837837837837838,SUCCESS
Koenen_2020,conf_ils_low_10M,grampa,4,num_rets_diff,0.0,SUCCESS
Koenen_2020,conf_ils_low_10M,grampa,4,ploidy_diff.dist,0.0,SUCCESS
Koenen_2020,conf_ils_low_10M,grampa,4,ploidy_diff.FP,0.0,SUCCESS
Koenen_2020,conf_ils_low_10M,grampa,4,ploidy_diff.FN,0.0,SUCCESS
Koenen_2020,conf_ils_low_10M,grampa,4,ploidy_diff.TP,5.0,SUCCESS
Koenen_2020,conf_ils_low_10M,grampa,4,ret_leaf_jaccard.dist,0.0,SUCCESS
Koenen_2020,conf_ils_low_10M,grampa,4,ret_leaf_jaccard.FP,0.0,SUCCESS
Koenen_2020,conf_ils_low_10M,grampa,4,ret_leaf_jaccard.FN,0.0,SUCCESS
Koenen_2020,conf_ils_low_10M,grampa,4,ret_leaf_jaccard.TP,1.0,SUCCESS
Koenen_2020,conf_ils_low_10M,grampa,4,ret_sisters_jaccard.dist,0.0,SUCCESS
Koenen_2020,conf_ils_low_10M,grampa,4,ret_sisters_jaccard.FP,0.0,SUCCESS
Koenen_2020,conf_ils_low_10M,grampa,4,ret_sisters_jaccard.FN,0.0,SUCCESS
Koenen_2020,conf_ils_low_10M,grampa,4,ret_sisters_jaccard.TP,1.0,SUCCESS
Koenen_2020,conf_ils_low_10M,grampa,5,edit_distance,0.7837837837837838,SUCCESS
Koenen_2020,conf_ils_low_10M,grampa,5,num_rets_diff,0.0,SUCCESS
Koenen_2020,conf_ils_low_10M,grampa,5,ploidy_diff.dist,0.0,SUCCESS
Koenen_2020,conf_ils_low_10M,grampa,5,ploidy_diff.FP,0.0,SUCCESS
Koenen_2020,conf_ils_low_10M,grampa,5,ploidy_diff.FN,0.0,SUCCESS
Koenen_2020,conf_ils_low_10M,grampa,5,ploidy_diff.TP,5.0,SUCCESS
Koenen_2020,conf_ils_low_10M,grampa,5,ret_leaf_jaccard.dist,0.0,SUCCESS
Koenen_2020,conf_ils_low_10M,grampa,5,ret_leaf_jaccard.FP,0.0,SUCCESS
Koenen_2020,conf_ils_low_10M,grampa,5,ret_leaf_jaccard.FN,0.0,SUCCESS
Koenen_2020,conf_ils_low_10M,grampa,5,ret_leaf_jaccard.TP,1.0,SUCCESS
Koenen_2020,conf_ils_low_10M,grampa,5,ret_sisters_jaccard.dist,0.0,SUCCESS
Koenen_2020,conf_ils_low_10M,grampa,5,ret_sisters_jaccard.FP,0.0,SUCCESS
Koenen_2020,conf_ils_low_10M,grampa,5,ret_sisters_jaccard.FN,0.0,SUCCESS
Koenen_2020,conf_ils_low_10M,grampa,5,ret_sisters_jaccard.TP,1.0,SUCCESS
Brysting_2007,conf_ils_low_10M,grampa,1,edit_distance,0.9444444444444444,SUCCESS
Brysting_2007,conf_ils_low_10M,grampa,1,num_rets_diff,18.0,SUCCESS
Brysting_2007,conf_ils_low_10M,grampa,1,ploidy_diff.dist,1.0,SUCCESS
Brysting_2007,conf_ils_low_10M,grampa,1,ploidy_diff.FP,0.0,SUCCESS
Brysting_2007,conf_ils_low_10M,grampa,1,ploidy_diff.FN,20.0,SUCCESS
Brysting_2007,conf_ils_low_10M,grampa,1,ploidy_diff.TP,0.0,SUCCESS
Brysting_2007,conf_ils_low_10M,grampa,1,ret_leaf_jaccard.dist,1.0,SUCCESS
Brysting_2007,conf_ils_low_10M,grampa,1,ret_leaf_jaccard.FP,0.0,SUCCESS
Brysting_2007,conf_ils_low_10M,grampa,1,ret_leaf_jaccard.FN,1.0,SUCCESS
Brysting_2007,conf_ils_low_10M,grampa,1,ret_leaf_jaccard.TP,0.0,SUCCESS
Brysting_2007,conf_ils_low_10M,grampa,1,ret_sisters_jaccard.dist,1.0,SUCCESS
Brysting_2007,conf_ils_low_10M,grampa,1,ret_sisters_jaccard.FP,0.0,SUCCESS
Brysting_2007,conf_ils_low_10M,grampa,1,ret_sisters_jaccard.FN,1.0,SUCCESS
Brysting_2007,conf_ils_low_10M,grampa,1,ret_sisters_jaccard.TP,0.0,SUCCESS
Brysting_2007,conf_ils_low_10M,grampa,2,edit_distance,0.9343434343434344,SUCCESS
Brysting_2007,conf_ils_low_10M,grampa,2,num_rets_diff,18.0,SUCCESS
Brysting_2007,conf_ils_low_10M,grampa,2,ploidy_diff.dist,1.0,SUCCESS
Brysting_2007,conf_ils_low_10M,grampa,2,ploidy_diff.FP,0.0,SUCCESS
Brysting_2007,conf_ils_low_10M,grampa,2,ploidy_diff.FN,20.0,SUCCESS
Brysting_2007,conf_ils_low_10M,grampa,2,ploidy_diff.TP,0.0,SUCCESS
Brysting_2007,conf_ils_low_10M,grampa,2,ret_leaf_jaccard.dist,1.0,SUCCESS
Brysting_2007,conf_ils_low_10M,grampa,2,ret_leaf_jaccard.FP,0.0,SUCCESS
Brysting_2007,conf_ils_low_10M,grampa,2,ret_leaf_jaccard.FN,1.0,SUCCESS
Brysting_2007,conf_ils_low_10M,grampa,2,ret_leaf_jaccard.TP,0.0,SUCCESS
Brysting_2007,conf_ils_low_10M,grampa,2,ret_sisters_jaccard.dist,1.0,SUCCESS
Brysting_2007,conf_ils_low_10M,grampa,2,ret_sisters_jaccard.FP,0.0,SUCCESS
Brysting_2007,conf_ils_low_10M,grampa,2,ret_sisters_jaccard.FN,1.0,SUCCESS
Brysting_2007,conf_ils_low_10M,grampa,2,ret_sisters_jaccard.TP,0.0,SUCCESS
Brysting_2007,conf_ils_low_10M,grampa,3,edit_distance,0.9343434343434344,SUCCESS
Brysting_2007,conf_ils_low_10M,grampa,3,num_rets_diff,18.0,SUCCESS
Brysting_2007,conf_ils_low_10M,grampa,3,ploidy_diff.dist,1.0,SUCCESS
Brysting_2007,conf_ils_low_10M,grampa,3,ploidy_diff.FP,0.0,SUCCESS
Brysting_2007,conf_ils_low_10M,grampa,3,ploidy_diff.FN,20.0,SUCCESS
Brysting_2007,conf_ils_low_10M,grampa,3,ploidy_diff.TP,0.0,SUCCESS
Brysting_2007,conf_ils_low_10M,grampa,3,ret_leaf_jaccard.dist,1.0,SUCCESS
Brysting_2007,conf_ils_low_10M,grampa,3,ret_leaf_jaccard.FP,0.0,SUCCESS
Brysting_2007,conf_ils_low_10M,grampa,3,ret_leaf_jaccard.FN,1.0,SUCCESS
Brysting_2007,conf_ils_low_10M,grampa,3,ret_leaf_jaccard.TP,0.0,SUCCESS
Brysting_2007,conf_ils_low_10M,grampa,3,ret_sisters_jaccard.dist,1.0,SUCCESS
Brysting_2007,conf_ils_low_10M,grampa,3,ret_sisters_jaccard.FP,0.0,SUCCESS
Brysting_2007,conf_ils_low_10M,grampa,3,ret_sisters_jaccard.FN,1.0,SUCCESS
Brysting_2007,conf_ils_low_10M,grampa,3,ret_sisters_jaccard.TP,0.0,SUCCESS
Brysting_2007,conf_ils_low_10M,grampa,4,edit_distance,0.9545454545454546,SUCCESS
Brysting_2007,conf_ils_low_10M,grampa,4,num_rets_diff,18.0,SUCCESS
Brysting_2007,conf_ils_low_10M,grampa,4,ploidy_diff.dist,1.0,SUCCESS
Brysting_2007,conf_ils_low_10M,grampa,4,ploidy_diff.FP,0.0,SUCCESS
Brysting_2007,conf_ils_low_10M,grampa,4,ploidy_diff.FN,20.0,SUCCESS
Brysting_2007,conf_ils_low_10M,grampa,4,ploidy_diff.TP,0.0,SUCCESS
Brysting_2007,conf_ils_low_10M,grampa,4,ret_leaf_jaccard.dist,1.0,SUCCESS
Brysting_2007,conf_ils_low_10M,grampa,4,ret_leaf_jaccard.FP,0.0,SUCCESS
Brysting_2007,conf_ils_low_10M,grampa,4,ret_leaf_jaccard.FN,1.0,SUCCESS
Brysting_2007,conf_ils_low_10M,grampa,4,ret_leaf_jaccard.TP,0.0,SUCCESS
Brysting_2007,conf_ils_low_10M,grampa,4,ret_sisters_jaccard.dist,1.0,SUCCESS
Brysting_2007,conf_ils_low_10M,grampa,4,ret_sisters_jaccard.FP,0.0,SUCCESS
Brysting_2007,conf_ils_low_10M,grampa,4,ret_sisters_jaccard.FN,1.0,SUCCESS
Brysting_2007,conf_ils_low_10M,grampa,4,ret_sisters_jaccard.TP,0.0,SUCCESS
Brysting_2007,conf_ils_low_10M,grampa,5,edit_distance,0.9242424242424242,SUCCESS
Brysting_2007,conf_ils_low_10M,grampa,5,num_rets_diff,18.0,SUCCESS
Brysting_2007,conf_ils_low_10M,grampa,5,ploidy_diff.dist,1.0,SUCCESS
Brysting_2007,conf_ils_low_10M,grampa,5,ploidy_diff.FP,0.0,SUCCESS
Brysting_2007,conf_ils_low_10M,grampa,5,ploidy_diff.FN,20.0,SUCCESS
Brysting_2007,conf_ils_low_10M,grampa,5,ploidy_diff.TP,0.0,SUCCESS
Brysting_2007,conf_ils_low_10M,grampa,5,ret_leaf_jaccard.dist,1.0,SUCCESS
Brysting_2007,conf_ils_low_10M,grampa,5,ret_leaf_jaccard.FP,0.0,SUCCESS
Brysting_2007,conf_ils_low_10M,grampa,5,ret_leaf_jaccard.FN,1.0,SUCCESS
Brysting_2007,conf_ils_low_10M,grampa,5,ret_leaf_jaccard.TP,0.0,SUCCESS
Brysting_2007,conf_ils_low_10M,grampa,5,ret_sisters_jaccard.dist,1.0,SUCCESS
Brysting_2007,conf_ils_low_10M,grampa,5,ret_sisters_jaccard.FP,0.0,SUCCESS
Brysting_2007,conf_ils_low_10M,grampa,5,ret_sisters_jaccard.FN,1.0,SUCCESS
Brysting_2007,conf_ils_low_10M,grampa,5,ret_sisters_jaccard.TP,0.0,SUCCESS
Lawrence_2016,conf_ils_low_10M,grampa,1,edit_distance,0.936046511627907,SUCCESS
Lawrence_2016,conf_ils_low_10M,grampa,1,num_rets_diff,3.0,SUCCESS
Lawrence_2016,conf_ils_low_10M,grampa,1,ploidy_diff.dist,1.0,SUCCESS
Lawrence_2016,conf_ils_low_10M,grampa,1,ploidy_diff.FP,1.0,SUCCESS
Lawrence_2016,conf_ils_low_10M,grampa,1,ploidy_diff.FN,5.0,SUCCESS
Lawrence_2016,conf_ils_low_10M,grampa,1,ploidy_diff.TP,0.0,SUCCESS
Lawrence_2016,conf_ils_low_10M,grampa,1,ret_leaf_jaccard.dist,0.75,SUCCESS
Lawrence_2016,conf_ils_low_10M,grampa,1,ret_leaf_jaccard.FP,0.0,SUCCESS
Lawrence_2016,conf_ils_low_10M,grampa,1,ret_leaf_jaccard.FN,0.75,SUCCESS
Lawrence_2016,conf_ils_low_10M,grampa,1,ret_leaf_jaccard.TP,0.25,SUCCESS
Lawrence_2016,conf_ils_low_10M,grampa,1,ret_sisters_jaccard.dist,0.875,SUCCESS
Lawrence_2016,conf_ils_low_10M,grampa,1,ret_sisters_jaccard.FP,0.125,SUCCESS
Lawrence_2016,conf_ils_low_10M,grampa,1,ret_sisters_jaccard.FN,0.875,SUCCESS
Lawrence_2016,conf_ils_low_10M,grampa,1,ret_sisters_jaccard.TP,0.125,SUCCESS
Lawrence_2016,conf_ils_low_10M,grampa,2,edit_distance,0.936046511627907,SUCCESS
Lawrence_2016,conf_ils_low_10M,grampa,2,num_rets_diff,3.0,SUCCESS
Lawrence_2016,conf_ils_low_10M,grampa,2,ploidy_diff.dist,1.0,SUCCESS
Lawrence_2016,conf_ils_low_10M,grampa,2,ploidy_diff.FP,1.0,SUCCESS
Lawrence_2016,conf_ils_low_10M,grampa,2,ploidy_diff.FN,5.0,SUCCESS
Lawrence_2016,conf_ils_low_10M,grampa,2,ploidy_diff.TP,0.0,SUCCESS
Lawrence_2016,conf_ils_low_10M,grampa,2,ret_leaf_jaccard.dist,0.75,SUCCESS
Lawrence_2016,conf_ils_low_10M,grampa,2,ret_leaf_jaccard.FP,0.0,SUCCESS
Lawrence_2016,conf_ils_low_10M,grampa,2,ret_leaf_jaccard.FN,0.75,SUCCESS
Lawrence_2016,conf_ils_low_10M,grampa,2,ret_leaf_jaccard.TP,0.25,SUCCESS
Lawrence_2016,conf_ils_low_10M,grampa,2,ret_sisters_jaccard.dist,0.875,SUCCESS
Lawrence_2016,conf_ils_low_10M,grampa,2,ret_sisters_jaccard.FP,0.125,SUCCESS
Lawrence_2016,conf_ils_low_10M,grampa,2,ret_sisters_jaccard.FN,0.875,SUCCESS
Lawrence_2016,conf_ils_low_10M,grampa,2,ret_sisters_jaccard.TP,0.125,SUCCESS
Lawrence_2016,conf_ils_low_10M,grampa,3,edit_distance,0.9127906976744186,SUCCESS
Lawrence_2016,conf_ils_low_10M,grampa,3,num_rets_diff,3.0,SUCCESS
Lawrence_2016,conf_ils_low_10M,grampa,3,ploidy_diff.dist,1.1111111111111112,SUCCESS
Lawrence_2016,conf_ils_low_10M,grampa,3,ploidy_diff.FP,4.0,SUCCESS
Lawrence_2016,conf_ils_low_10M,grampa,3,ploidy_diff.FN,6.0,SUCCESS
Lawrence_2016,conf_ils_low_10M,grampa,3,ploidy_diff.TP,-1.0,SUCCESS
Lawrence_2016,conf_ils_low_10M,grampa,3,ret_leaf_jaccard.dist,0.9375,SUCCESS
Lawrence_2016,conf_ils_low_10M,grampa,3,ret_leaf_jaccard.FP,0.1875,SUCCESS
Lawrence_2016,conf_ils_low_10M,grampa,3,ret_leaf_jaccard.FN,0.75,SUCCESS
Lawrence_2016,conf_ils_low_10M,grampa,3,ret_leaf_jaccard.TP,0.0625,SUCCESS
Lawrence_2016,conf_ils_low_10M,grampa,3,ret_sisters_jaccard.dist,1.0,SUCCESS
Lawrence_2016,conf_ils_low_10M,grampa,3,ret_sisters_jaccard.FP,0.16666666666666666,SUCCESS
Lawrence_2016,conf_ils_low_10M,grampa,3,ret_sisters_jaccard.FN,1.0,SUCCESS
Lawrence_2016,conf_ils_low_10M,grampa,3,ret_sisters_jaccard.TP,0.0,SUCCESS
Lawrence_2016,conf_ils_low_10M,grampa,4,edit_distance,0.936046511627907,SUCCESS
Lawrence_2016,conf_ils_low_10M,grampa,4,num_rets_diff,3.0,SUCCESS
Lawrence_2016,conf_ils_low_10M,grampa,4,ploidy_diff.dist,1.0,SUCCESS
Lawrence_2016,conf_ils_low_10M,grampa,4,ploidy_diff.FP,1.0,SUCCESS
Lawrence_2016,conf_ils_low_10M,grampa,4,ploidy_diff.FN,5.0,SUCCESS
Lawrence_2016,conf_ils_low_10M,grampa,4,ploidy_diff.TP,0.0,SUCCESS
Lawrence_2016,conf_ils_low_10M,grampa,4,ret_leaf_jaccard.dist,0.75,SUCCESS
Lawrence_2016,conf_ils_low_10M,grampa,4,ret_leaf_jaccard.FP,0.0,SUCCESS
Lawrence_2016,conf_ils_low_10M,grampa,4,ret_leaf_jaccard.FN,0.75,SUCCESS
Lawrence_2016,conf_ils_low_10M,grampa,4,ret_leaf_jaccard.TP,0.25,SUCCESS
Lawrence_2016,conf_ils_low_10M,grampa,4,ret_sisters_jaccard.dist,0.875,SUCCESS
Lawrence_2016,conf_ils_low_10M,grampa,4,ret_sisters_jaccard.FP,0.125,SUCCESS
Lawrence_2016,conf_ils_low_10M,grampa,4,ret_sisters_jaccard.FN,0.875,SUCCESS
Lawrence_2016,conf_ils_low_10M,grampa,4,ret_sisters_jaccard.TP,0.125,SUCCESS
Lawrence_2016,conf_ils_low_10M,grampa,5,edit_distance,0.936046511627907,SUCCESS
Lawrence_2016,conf_ils_low_10M,grampa,5,num_rets_diff,3.0,SUCCESS
Lawrence_2016,conf_ils_low_10M,grampa,5,ploidy_diff.dist,1.0,SUCCESS
Lawrence_2016,conf_ils_low_10M,grampa,5,ploidy_diff.FP,1.0,SUCCESS
Lawrence_2016,conf_ils_low_10M,grampa,5,ploidy_diff.FN,5.0,SUCCESS
Lawrence_2016,conf_ils_low_10M,grampa,5,ploidy_diff.TP,0.0,SUCCESS
Lawrence_2016,conf_ils_low_10M,grampa,5,ret_leaf_jaccard.dist,0.75,SUCCESS
Lawrence_2016,conf_ils_low_10M,grampa,5,ret_leaf_jaccard.FP,0.0,SUCCESS
Lawrence_2016,conf_ils_low_10M,grampa,5,ret_leaf_jaccard.FN,0.75,SUCCESS
Lawrence_2016,conf_ils_low_10M,grampa,5,ret_leaf_jaccard.TP,0.25,SUCCESS
