network,config,method,metric,mean,std,min,max,n_valid
Bendiksby_2011,conf_ils_medium_10M,mpsugar,ret_leaf_jaccard.FP,0.09333333333333334,0.05571504883482259,0.0,0.13333333333333333,5
Bendiksby_2011,conf_ils_medium_10M,mpsugar,ret_leaf_jaccard.TP,0.039999999999999994,0.029697549468675782,0.0,0.08333333333333337,5
Bendiksby_2011,conf_ils_medium_10M,mpsugar,ret_leaf_jaccard.dist,0.96,0.029697549468675796,0.9166666666666666,1.0,5
Bendiksby_2011,conf_ils_medium_10M,mpsugar,ret_sisters_jaccard.FN,0.9658333333333333,0.05257270098529167,0.875,1.0,5
Bendiksby_2011,conf_ils_medium_10M,mpsugar,ret_sisters_jaccard.FP,0.09490740740740741,0.06258567516016562,0.0,0.16666666666666666,5
Bendiksby_2011,conf_ils_medium_10M,mpsugar,ret_sisters_jaccard.TP,0.01440476190476192,0.014984822673519207,0.0,0.031746031746031744,5
Bendiksby_2011,conf_ils_medium_10M,mpsugar,ret_sisters_jaccard.dist,0.9855952380952381,0.014984822673519202,0.9682539682539683,1.0,5
Bendiksby_2011,conf_ils_medium_10M,mpsugar,rf_distance,0.9073112685611461,0.02673274457947682,0.8780487804878049,0.9512195121951219,5
Bendiksby_2011,conf_ils_medium_10M,polyphest_p50,edit_distance,0.9777777777777776,0.005796005899525566,0.9735449735449735,0.9841269841269841,5
Bendiksby_2011,conf_ils_medium_10M,polyphest_p50,edit_distance_multree,0.7540983606557378,0.025630687212149873,0.7213114754098361,0.7759562841530054,5
Bendiksby_2011,conf_ils_medium_10M,polyphest_p50,num_rets_bias,0.0,0.0,0.0,0.0,5
Bendiksby_2011,conf_ils_medium_10M,polyphest_p50,num_rets_diff,0.0,0.0,0.0,0.0,5
Bendiksby_2011,conf_ils_medium_10M,polyphest_p50,ploidy_diff.FN,0.0,0.0,0.0,0.0,5
Bendiksby_2011,conf_ils_medium_10M,polyphest_p50,ploidy_diff.FP,0.0,0.0,0.0,0.0,5
Bendiksby_2011,conf_ils_medium_10M,polyphest_p50,ploidy_diff.TP,6.0,0.0,6.0,6.0,5
Bendiksby_2011,conf_ils_medium_10M,polyphest_p50,ploidy_diff.dist,0.0,0.0,0.0,0.0,5
Bendiksby_2011,conf_ils_medium_10M,polyphest_p50,ret_leaf_jaccard.FN,0.0,0.0,0.0,0.0,5
Bendiksby_2011,conf_ils_medium_10M,polyphest_p50,ret_leaf_jaccard.FP,0.0,0.0,0.0,0.0,5
Bendiksby_2011,conf_ils_medium_10M,polyphest_p50,ret_leaf_jaccard.TP,1.0,0.0,1.0,1.0,5
Bendiksby_2011,conf_ils_medium_10M,polyphest_p50,ret_leaf_jaccard.dist,0.0,0.0,0.0,0.0,5
Bendiksby_2011,conf_ils_medium_10M,polyphest_p50,ret_sisters_jaccard.FN,0.0,0.0,0.0,0.0,5
Bendiksby_2011,conf_ils_medium_10M,polyphest_p50,ret_sisters_jaccard.FP,0.0,0.0,0.0,0.0,5
Bendiksby_2011,conf_ils_medium_10M,polyphest_p50,ret_sisters_jaccard.TP,1.0,0.0,1.0,1.0,5
Bendiksby_2011,conf_ils_medium_10M,polyphest_p50,ret_sisters_jaccard.dist,0.0,0.0,0.0,0.0,5
Bendiksby_2011,conf_ils_medium_10M,polyphest_p50,rf_distance,0.0,0.0,0.0,0.0,5
Bendiksby_2011,conf_ils_medium_10M,polyphest_p70,edit_distance,0.9735449735449734,0.0,0.9735449735449735,0.9735449735449735,5
Bendiksby_2011,conf_ils_medium_10M,polyphest_p70,edit_distance_multree,0.7540983606557378,0.025630687212149873,0.7213114754098361,0.7759562841530054,5
Bendiksby_2011,conf_ils_medium_10M,polyphest_p70,num_rets_bias,0.0,0.0,0.0,0.0,5
Bendiksby_2011,conf_ils_medium_10M,polyphest_p70,num_rets_diff,0.0,0.0,0.0,0.0,5
Bendiksby_2011,conf_ils_medium_10M,polyphest_p70,ploidy_diff.FN,0.0,0.0,0.0,0.0,5
Bendiksby_2011,conf_ils_medium_10M,polyphest_p70,ploidy_diff.FP,0.0,0.0,0.0,0.0,5
Bendiksby_2011,conf_ils_medium_10M,polyphest_p70,ploidy_diff.TP,6.0,0.0,6.0,6.0,5
Bendiksby_2011,conf_ils_medium_10M,polyphest_p70,ploidy_diff.dist,0.0,0.0,0.0,0.0,5
Bendiksby_2011,conf_ils_medium_10M,polyphest_p70,ret_leaf_jaccard.FN,0.0,0.0,0.0,0.0,5
Bendiksby_2011,conf_ils_medium_10M,polyphest_p70,ret_leaf_jaccard.FP,0.0,0.0,0.0,0.0,5
Bendiksby_2011,conf_ils_medium_10M,polyphest_p70,ret_leaf_jaccard.TP,1.0,0.0,1.0,1.0,5
Bendiksby_2011,conf_ils_medium_10M,polyphest_p70,ret_leaf_jaccard.dist,0.0,0.0,0.0,0.0,5
Bendiksby_2011,conf_ils_medium_10M,polyphest_p70,ret_sisters_jaccard.FN,0.0,0.0,0.0,0.0,5
Bendiksby_2011,conf_ils_medium_10M,polyphest_p70,ret_sisters_jaccard.FP,0.0,0.0,0.0,0.0,5
Bendiksby_2011,conf_ils_medium_10M,polyphest_p70,ret_sisters_jaccard.TP,1.0,0.0,1.0,1.0,5
Bendiksby_2011,conf_ils_medium_10M,polyphest_p70,ret_sisters_jaccard.dist,0.0,0.0,0.0,0.0,5
Bendiksby_2011,conf_ils_medium_10M,polyphest_p70,rf_distance,0.0,0.0,0.0,0.0,5
Bendiksby_2011,conf_ils_medium_10M,polyphest_p90,edit_distance,0.9756613756613757,0.004732418999999567,0.9735449735449735,0.9841269841269841,5
Bendiksby_2011,conf_ils_medium_10M,polyphest_p90,edit_distance_multree,0.7540983606557378,0.025630687212149873,0.7213114754098361,0.7759562841530054,5
Bendiksby_2011,conf_ils_medium_10M,polyphest_p90,num_rets_bias,0.0,0.0,0.0,0.0,5
Bendiksby_2011,conf_ils_medium_10M,polyphest_p90,num_rets_diff,0.0,0.0,0.0,0.0,5
Bendiksby_2011,conf_ils_medium_10M,polyphest_p90,ploidy_diff.FN,0.0,0.0,0.0,0.0,5
Bendiksby_2011,conf_ils_medium_10M,polyphest_p90,ploidy_diff.FP,0.0,0.0,0.0,0.0,5
Bendiksby_2011,conf_ils_medium_10M,polyphest_p90,ploidy_diff.TP,6.0,0.0,6.0,6.0,5
Bendiksby_2011,conf_ils_medium_10M,polyphest_p90,ploidy_diff.dist,0.0,0.0,0.0,0.0,5
Bendiksby_2011,conf_ils_medium_10M,polyphest_p90,ret_leaf_jaccard.FN,0.0,0.0,0.0,0.0,5
Bendiksby_2011,conf_ils_medium_10M,polyphest_p90,ret_leaf_jaccard.FP,0.0,0.0,0.0,0.0,5
Bendiksby_2011,conf_ils_medium_10M,polyphest_p90,ret_leaf_jaccard.TP,1.0,0.0,1.0,1.0,5
Bendiksby_2011,conf_ils_medium_10M,polyphest_p90,ret_leaf_jaccard.dist,0.0,0.0,0.0,0.0,5
Bendiksby_2011,conf_ils_medium_10M,polyphest_p90,ret_sisters_jaccard.FN,0.0,0.0,0.0,0.0,5
Bendiksby_2011,conf_ils_medium_10M,polyphest_p90,ret_sisters_jaccard.FP,0.0,0.0,0.0,0.0,5
Bendiksby_2011,conf_ils_medium_10M,polyphest_p90,ret_sisters_jaccard.TP,1.0,0.0,1.0,1.0,5
Bendiksby_2011,conf_ils_medium_10M,polyphest_p90,ret_sisters_jaccard.dist,0.0,0.0,0.0,0.0,5
Bendiksby_2011,conf_ils_medium_10M,polyphest_p90,rf_distance,0.0,0.0,0.0,0.0,5
Brysting_2007,conf_ils_medium_10M,grampa,edit_distance,0.9454545454545455,0.025353334137396245,0.9090909090909091,0.9696969696969697,5
Brysting_2007,conf_ils_medium_10M,grampa,edit_distance_multree,0.8918918918918919,0.015288795268898314,0.8810810810810811,0.9135135135135135,5
Brysting_2007,conf_ils_medium_10M,grampa,num_rets_bias,-17.0,0.0,-17.0,-17.0,5
Brysting_2007,conf_ils_medium_10M,grampa,num_rets_diff,17.0,0.0,17.0,17.0,5
Brysting_2007,conf_ils_medium_10M,grampa,ploidy_diff.FN,13.4,0.8944271909999157,13.0,15.0,5
Brysting_2007,conf_ils_medium_10M,grampa,ploidy_diff.FP,1.0,0.0,1.0,1.0,5
Brysting_2007,conf_ils_medium_10M,grampa,ploidy_diff.TP,6.6,0.894427190999916,5.0,7.0,5
Brysting_2007,conf_ils_medium_10M,grampa,ploidy_diff.dist,0.6857142857142857,0.04259177099999596,0.6666666666666667,0.7619047619047619,5
Brysting_2007,conf_ils_medium_10M,grampa,ret_leaf_jaccard.FN,0.9444444444444444,0.0,0.9444444444444444,0.9444444444444444,5
Brysting_2007,conf_ils_medium_10M,grampa,ret_leaf_jaccard.FP,0.04814814814814815,0.0010352166562498997,0.0462962962962963,0.04861111111111111,5
Brysting_2007,conf_ils_medium_10M,grampa,ret_leaf_jaccard.TP,0.0074074074074073955,0.001035216656249932,0.00694444444444442,0.0092592592592593,5
Brysting_2007,conf_ils_medium_10M,grampa,ret_leaf_jaccard.dist,0.9925925925925926,0.0010352166562499414,0.9907407407407407,0.9930555555555556,5
Brysting_2007,conf_ils_medium_10M,grampa,ret_sisters_jaccard.FN,1.0,0.0,1.0,1.0,5
Brysting_2007,conf_ils_medium_10M,grampa,ret_sisters_jaccard.FP,0.05555555555555556,0.0,0.05555555555555555,0.05555555555555555,5
Brysting_2007,conf_ils_medium_10M,grampa,ret_sisters_jaccard.TP,0.0,0.0,0.0,0.0,5
Brysting_2007,conf_ils_medium_10M,grampa,ret_sisters_jaccard.dist,1.0,0.0,1.0,1.0,5
Brysting_2007,conf_ils_medium_10M,grampa,rf_distance,0.6753623188405797,0.02425101526185728,0.6521739130434783,0.7101449275362319,5
Brysting_2007,conf_ils_medium_10M,polyphest_p50,edit_distance,1.0130653266331657,0.004494608999999619,1.0050251256281406,1.015075376884422,5
Brysting_2007,conf_ils_medium_10M,polyphest_p50,edit_distance_multree,0.33513513513513515,0.09486447986369861,0.23783783783783785,0.43243243243243246,5
Brysting_2007,conf_ils_medium_10M,polyphest_p50,num_rets_bias,-1.0,0.0,-1.0,-1.0,5
Brysting_2007,conf_ils_medium_10M,polyphest_p50,num_rets_diff,1.0,0.0,1.0,1.0,5
Brysting_2007,conf_ils_medium_10M,polyphest_p50,ploidy_diff.FN,0.0,0.0,0.0,0.0,5
Brysting_2007,conf_ils_medium_10M,polyphest_p50,ploidy_diff.FP,0.0,0.0,0.0,0.0,5
Brysting_2007,conf_ils_medium_10M,polyphest_p50,ploidy_diff.TP,20.0,0.0,20.0,20.0,5
Brysting_2007,conf_ils_medium_10M,polyphest_p50,ploidy_diff.dist,0.0,0.0,0.0,0.0,5
Brysting_2007,conf_ils_medium_10M,polyphest_p50,ret_leaf_jaccard.FN,0.05555555555555556,0.0,0.05555555555555555,0.05555555555555555,5
Brysting_2007,conf_ils_medium_10M,polyphest_p50,ret_leaf_jaccard.FP,0.0,0.0,0.0,0.0,5
Brysting_2007,conf_ils_medium_10M,polyphest_p50,ret_leaf_jaccard.TP,0.9444444444444444,0.0,0.9444444444444444,0.9444444444444444,5
Brysting_2007,conf_ils_medium_10M,polyphest_p50,ret_leaf_jaccard.dist,0.05555555555555556,0.0,0.05555555555555555,0.05555555555555555,5
Brysting_2007,conf_ils_medium_10M,polyphest_p50,ret_sisters_jaccard.FN,0.07962962962962963,0.02131641561707655,0.05555555555555555,0.10648148148148147,5
Brysting_2007,conf_ils_medium_10M,polyphest_p50,ret_sisters_jaccard.FP,0.05555555555555556,0.025567965317563102,0.037037037037037035,0.08796296296296297,5
Brysting_2007,conf_ils_medium_10M,polyphest_p50,ret_sisters_jaccard.TP,0.8771604938271604,0.029373734232555834,0.8425925925925926,0.9074074074074074,5
Brysting_2007,conf_ils_medium_10M,polyphest_p50,ret_sisters_jaccard.dist,0.1228395061728395,0.02937373423255584,0.09259259259259259,0.15740740740740738,5
Brysting_2007,conf_ils_medium_10M,polyphest_p50,rf_distance,0.020689655172413793,0.012591323161038302,0.011494252873563218,0.034482758620689655,5
Brysting_2007,conf_ils_medium_10M,polyphest_p70,edit_distance,1.0130653266331657,0.004494608999999619,1.0050251256281406,1.015075376884422,5
Brysting_2007,conf_ils_medium_10M,polyphest_p70,edit_distance_multree,0.2983783783783784,0.08835812645060563,0.23783783783783785,0.43243243243243246,5
Brysting_2007,conf_ils_medium_10M,polyphest_p70,num_rets_bias,-1.0,0.0,-1.0,-1.0,5
Brysting_2007,conf_ils_medium_10M,polyphest_p70,num_rets_diff,1.0,0.0,1.0,1.0,5
Brysting_2007,conf_ils_medium_10M,polyphest_p70,ploidy_diff.FN,0.0,0.0,0.0,0.0,5
Brysting_2007,conf_ils_medium_10M,polyphest_p70,ploidy_diff.FP,0.0,0.0,0.0,0.0,5
Brysting_2007,conf_ils_medium_10M,polyphest_p70,ploidy_diff.TP,20.0,0.0,20.0,20.0,5
Brysting_2007,conf_ils_medium_10M,polyphest_p70,ploidy_diff.dist,0.0,0.0,0.0,0.0,5
Brysting_2007,conf_ils_medium_10M,polyphest_p70,ret_leaf_jaccard.FN,0.05555555555555556,0.0,0.05555555555555555,0.05555555555555555,5
Brysting_2007,conf_ils_medium_10M,polyphest_p70,ret_leaf_jaccard.FP,0.0,0.0,0.0,0.0,5
Brysting_2007,conf_ils_medium_10M,polyphest_p70,ret_leaf_jaccard.TP,0.9444444444444444,0.0,0.9444444444444444,0.9444444444444444,5
Brysting_2007,conf_ils_medium_10M,polyphest_p70,ret_leaf_jaccard.dist,0.05555555555555556,0.0,0.05555555555555555,0.05555555555555555,5
Brysting_2007,conf_ils_medium_10M,polyphest_p70,ret_sisters_jaccard.FN,0.07407407407407407,0.019088451970452128,0.05555555555555555,0.10648148148148147,5
Brysting_2007,conf_ils_medium_10M,polyphest_p70,ret_sisters_jaccard.FP,0.04722222222222222,0.02277476643749786,0.037037037037037035,0.08796296296296297,5
Brysting_2007,conf_ils_medium_10M,polyphest_p70,ret_sisters_jaccard.TP,0.8861111111111111,0.025059941856896962,0.8425925925925926,0.9074074074074074,5
Brysting_2007,conf_ils_medium_10M,polyphest_p70,ret_sisters_jaccard.dist,0.11388888888888889,0.025059941856896955,0.09259259259259259,0.15740740740740738,5
Brysting_2007,conf_ils_medium_10M,polyphest_p70,rf_distance,0.016091954022988506,0.01028077231034386,0.011494252873563218,0.034482758620689655,5
Brysting_2007,conf_ils_medium_10M,polyphest_p90,edit_distance,1.009045226130653,0.005504749321659998,1.0050251256281406,1.015075376884422,5
Brysting_2007,conf_ils_medium_10M,polyphest_p90,edit_distance_multree,0.41945945945945945,0.01776397483800539,0.3891891891891892,0.43243243243243246,5
Brysting_2007,conf_ils_medium_10M,polyphest_p90,num_rets_bias,-1.0,0.0,-1.0,-1.0,5
Brysting_2007,conf_ils_medium_10M,polyphest_p90,num_rets_diff,1.0,0.0,1.0,1.0,5
Brysting_2007,conf_ils_medium_10M,polyphest_p90,ploidy_diff.FN,0.0,0.0,0.0,0.0,5
Brysting_2007,conf_ils_medium_10M,polyphest_p90,ploidy_diff.FP,0.0,0.0,0.0,0.0,5
Brysting_2007,conf_ils_medium_10M,polyphest_p90,ploidy_diff.TP,20.0,0.0,20.0,20.0,5
Brysting_2007,conf_ils_medium_10M,polyphest_p90,ploidy_diff.dist,0.0,0.0,0.0,0.0,5
Brysting_2007,conf_ils_medium_10M,polyphest_p90,ret_leaf_jaccard.FN,0.05555555555555556,0.0,0.05555555555555555,0.05555555555555555,5
Brysting_2007,conf_ils_medium_10M,polyphest_p90,ret_leaf_jaccard.FP,0.0,0.0,0.0,0.0,5
Brysting_2007,conf_ils_medium_10M,polyphest_p90,ret_leaf_jaccard.TP,0.9444444444444444,0.0,0.9444444444444444,0.9444444444444444,5
Brysting_2007,conf_ils_medium_10M,polyphest_p90,ret_leaf_jaccard.dist,0.05555555555555556,0.0,0.05555555555555555,0.05555555555555555,5
Brysting_2007,conf_ils_medium_10M,polyphest_p90,ret_sisters_jaccard.FN,0.10277777777777777,0.005071505162084865,0.09722222222222222,0.10648148148148147,5
Brysting_2007,conf_ils_medium_10M,polyphest_p90,ret_sisters_jaccard.FP,0.08487654320987655,0.004364856673991041,0.07870370370370369,0.08796296296296297,5
Brysting_2007,conf_ils_medium_10M,polyphest_p90,ret_sisters_jaccard.TP,0.844753086419753,0.003008269859508954,0.8425925925925926,0.8487654320987654,5
Brysting_2007,conf_ils_medium_10M,polyphest_p90,ret_sisters_jaccard.dist,0.15524691358024692,0.003008269859508921,0.15123456790123457,0.15740740740740738,5
Brysting_2007,conf_ils_medium_10M,polyphest_p90,rf_distance,0.034482758620689655,0.0,0.034482758620689655,0.034482758620689655,5
Diaz-Perez_2018,conf_ils_medium_10M,grampa,edit_distance,0.9495934959349593,0.03915965716680416,0.9105691056910569,0.991869918699187,5
Diaz-Perez_2018,conf_ils_medium_10M,grampa,edit_distance_multree,0.8710743801652893,0.02451635863502701,0.8347107438016529,0.9008264462809917,5
Diaz-Perez_2018,conf_ils_medium_10M,grampa,num_rets_bias,-8.0,0.0,-8.0,-8.0,5
Diaz-Perez_2018,conf_ils_medium_10M,grampa,num_rets_diff,8.0,0.0,8.0,8.0,5
Diaz-Perez_2018,conf_ils_medium_10M,grampa,ploidy_diff.FN,11.6,2.1908902300206643,8.0,13.0,5
Diaz-Perez_2018,conf_ils_medium_10M,grampa,ploidy_diff.FP,1.8,1.0954451150103321,1.0,3.0,5
Diaz-Perez_2018,conf_ils_medium_10M,grampa,ploidy_diff.TP,0.4,2.1908902300206643,-1.0,4.0,5
Diaz-Perez_2018,conf_ils_medium_10M,grampa,ploidy_diff.dist,0.9794871794871796,0.15099930117267132,0.7333333333333334,1.0769230769230769,5
Diaz-Perez_2018,conf_ils_medium_10M,grampa,ret_leaf_jaccard.FN,0.888888888888889,0.0,0.8888888888888888,0.8888888888888888,5
Diaz-Perez_2018,conf_ils_medium_10M,grampa,ret_leaf_jaccard.FP,0.037222222222222226,0.051053711730700654,0.0,0.09722222222222222,5
Diaz-Perez_2018,conf_ils_medium_10M,grampa,ret_leaf_jaccard.TP,0.07388888888888889,0.05105371173070072,0.01388888888888884,0.11111111111111116,5
Diaz-Perez_2018,conf_ils_medium_10M,grampa,ret_leaf_jaccard.dist,0.9261111111111111,0.05105371173070072,0.8888888888888888,0.9861111111111112,5
Diaz-Perez_2018,conf_ils_medium_10M,grampa,ret_sisters_jaccard.FN,0.9222222222222222,0.030429030972509246,0.8888888888888888,0.9444444444444444,5
Diaz-Perez_2018,conf_ils_medium_10M,grampa,ret_sisters_jaccard.FP,0.0765432098765432,0.028738529251814273,0.05555555555555555,0.10802469135802469,5
Diaz-Perez_2018,conf_ils_medium_10M,grampa,ret_sisters_jaccard.TP,0.03456790123456797,0.028738529251814218,0.0030864197530865445,0.05555555555555558,5
Diaz-Perez_2018,conf_ils_medium_10M,grampa,ret_sisters_jaccard.dist,0.9654320987654319,0.02873852925181425,0.9444444444444444,0.9969135802469135,5
Diaz-Perez_2018,conf_ils_medium_10M,grampa,rf_distance,0.678805120910384,0.04088719055591516,0.6216216216216216,0.7368421052631579,5
Diaz-Perez_2018,conf_ils_medium_10M,polyphest_p50,edit_distance,0.41626016260162607,0.008906057845612467,0.4065040650406504,0.42276422764227645,5
Diaz-Perez_2018,conf_ils_medium_10M,polyphest_p50,edit_distance_multree,0.22148760330578515,0.054319592479851186,0.18181818181818182,0.2809917355371901,5
Diaz-Perez_2018,conf_ils_medium_10M,polyphest_p50,num_rets_bias,0.0,0.0,0.0,0.0,5
Diaz-Perez_2018,conf_ils_medium_10M,polyphest_p50,num_rets_diff,0.0,0.0,0.0,0.0,5
Diaz-Perez_2018,conf_ils_medium_10M,polyphest_p50,ploidy_diff.FN,0.0,0.0,0.0,0.0,5
Diaz-Perez_2018,conf_ils_medium_10M,polyphest_p50,ploidy_diff.FP,0.0,0.0,0.0,0.0,5
Diaz-Perez_2018,conf_ils_medium_10M,polyphest_p50,ploidy_diff.TP,13.0,0.0,13.0,13.0,5
Diaz-Perez_2018,conf_ils_medium_10M,polyphest_p50,ploidy_diff.dist,0.0,0.0,0.0,0.0,5
Diaz-Perez_2018,conf_ils_medium_10M,polyphest_p50,ret_leaf_jaccard.FN,0.0,0.0,0.0,0.0,5
Diaz-Perez_2018,conf_ils_medium_10M,polyphest_p50,ret_leaf_jaccard.FP,0.0,0.0,0.0,0.0,5
Diaz-Perez_2018,conf_ils_medium_10M,polyphest_p50,ret_leaf_jaccard.TP,1.0,0.0,1.0,1.0,5
Diaz-Perez_2018,conf_ils_medium_10M,polyphest_p50,ret_leaf_jaccard.dist,0.0,0.0,0.0,0.0,5
Diaz-Perez_2018,conf_ils_medium_10M,polyphest_p50,ret_sisters_jaccard.FN,0.0,0.0,0.0,0.0,5
Diaz-Perez_2018,conf_ils_medium_10M,polyphest_p50,ret_sisters_jaccard.FP,0.0,0.0,0.0,0.0,5
Diaz-Perez_2018,conf_ils_medium_10M,polyphest_p50,ret_sisters_jaccard.TP,1.0,0.0,1.0,1.0,5
Diaz-Perez_2018,conf_ils_medium_10M,polyphest_p50,ret_sisters_jaccard.dist,0.0,0.0,0.0,0.0,5
Diaz-Perez_2018,conf_ils_medium_10M,polyphest_p50,rf_distance,0.0,0.0,0.0,0.0,5
Diaz-Perez_2018,conf_ils_medium_10M,polyphest_p70,edit_distance,0.41951219512195126,0.026718173536837354,0.3902439024390244,0.45528455284552843,5
Diaz-Perez_2018,conf_ils_medium_10M,polyphest_p70,edit_distance_multree,0.22148760330578515,0.054319592479851186,0.18181818181818182,0.2809917355371901,5
Diaz-Perez_2018,conf_ils_medium_10M,polyphest_p70,num_rets_bias,0.0,0.0,0.0,0.0,5
Diaz-Perez_2018,conf_ils_medium_10M,polyphest_p70,num_rets_diff,0.0,0.0,0.0,0.0,5
Diaz-Perez_2018,conf_ils_medium_10M,polyphest_p70,ploidy_diff.FN,0.0,0.0,0.0,0.0,5
Diaz-Perez_2018,conf_ils_medium_10M,polyphest_p70,ploidy_diff.FP,0.0,0.0,0.0,0.0,5
Diaz-Perez_2018,conf_ils_medium_10M,polyphest_p70,ploidy_diff.TP,13.0,0.0,13.0,13.0,5
Diaz-Perez_2018,conf_ils_medium_10M,polyphest_p70,ploidy_diff.dist,0.0,0.0,0.0,0.0,5
Diaz-Perez_2018,conf_ils_medium_10M,polyphest_p70,ret_leaf_jaccard.FN,0.0,0.0,0.0,0.0,5
Diaz-Perez_2018,conf_ils_medium_10M,polyphest_p70,ret_leaf_jaccard.FP,0.0,0.0,0.0,0.0,5
Diaz-Perez_2018,conf_ils_medium_10M,polyphest_p70,ret_leaf_jaccard.TP,1.0,0.0,1.0,1.0,5
Diaz-Perez_2018,conf_ils_medium_10M,polyphest_p70,ret_leaf_jaccard.dist,0.0,0.0,0.0,0.0,5
Diaz-Perez_2018,conf_ils_medium_10M,polyphest_p70,ret_sisters_jaccard.FN,0.0,0.0,0.0,0.0,5
Diaz-Perez_2018,conf_ils_medium_10M,polyphest_p70,ret_sisters_jaccard.FP,0.0,0.0,0.0,0.0,5
Diaz-Perez_2018,conf_ils_medium_10M,polyphest_p70,ret_sisters_jaccard.TP,1.0,0.0,1.0,1.0,5
Diaz-Perez_2018,conf_ils_medium_10M,polyphest_p70,ret_sisters_jaccard.dist,0.0,0.0,0.0,0.0,5
Diaz-Perez_2018,conf_ils_medium_10M,polyphest_p70,rf_distance,0.0,0.0,0.0,0.0,5
Diaz-Perez_2018,conf_ils_medium_10M,polyphest_p90,edit_distance,0.4455284552845528,0.014543531560974238,0.43902439024390244,0.4715447154471545,5
Diaz-Perez_2018,conf_ils_medium_10M,polyphest_p90,edit_distance_multree,0.3933884297520661,0.02715979623992559,0.36363636363636365,0.4132231404958678,5
Diaz-Perez_2018,conf_ils_medium_10M,polyphest_p90,num_rets_bias,0.0,0.0,0.0,0.0,5
Diaz-Perez_2018,conf_ils_medium_10M,polyphest_p90,num_rets_diff,0.0,0.0,0.0,0.0,5
Diaz-Perez_2018,conf_ils_medium_10M,polyphest_p90,ploidy_diff.FN,0.0,0.0,0.0,0.0,5
Diaz-Perez_2018,conf_ils_medium_10M,polyphest_p90,ploidy_diff.FP,0.0,0.0,0.0,0.0,5
Diaz-Perez_2018,conf_ils_medium_10M,polyphest_p90,ploidy_diff.TP,13.0,0.0,13.0,13.0,5
