network,config,method,replicate,metric,value,status
Bendiksby_2011,conf_dup_loss_low_10M,grampa,2,ploidy_diff.dist,0.7,SUCCESS
Bendiksby_2011,conf_dup_loss_low_10M,grampa,2,ploidy_diff.FP,4.0,SUCCESS
Bendiksby_2011,conf_dup_loss_low_10M,grampa,2,ploidy_diff.FN,3.0,SUCCESS
Bendiksby_2011,conf_dup_loss_low_10M,grampa,2,ploidy_diff.TP,3.0,SUCCESS
Bendiksby_2011,conf_dup_loss_low_10M,grampa,2,ret_leaf_jaccard.dist,0.9761904761904763,SUCCESS
Bendiksby_2011,conf_dup_loss_low_10M,grampa,2,ret_leaf_jaccard.FP,0.14285714285714285,SUCCESS
Bendiksby_2011,conf_dup_loss_low_10M,grampa,2,ret_leaf_jaccard.FN,0.8333333333333334,SUCCESS
Bendiksby_2011,conf_dup_loss_low_10M,grampa,2,ret_leaf_jaccard.TP,0.023809523809523725,SUCCESS
Bendiksby_2011,conf_dup_loss_low_10M,grampa,2,ret_sisters_jaccard.dist,0.9583333333333334,SUCCESS
Bendiksby_2011,conf_dup_loss_low_10M,grampa,2,ret_sisters_jaccard.FP,0.08333333333333333,SUCCESS
Bendiksby_2011,conf_dup_loss_low_10M,grampa,2,ret_sisters_jaccard.FN,0.9583333333333334,SUCCESS
Bendiksby_2011,conf_dup_loss_low_10M,grampa,2,ret_sisters_jaccard.TP,0.04166666666666663,SUCCESS
Bendiksby_2011,conf_dup_loss_low_10M,grampa,3,edit_distance,0.9576719576719577,SUCCESS
Bendiksby_2011,conf_dup_loss_low_10M,grampa,3,edit_distance_multree,0.8961748633879781,SUCCESS
Bendiksby_2011,conf_dup_loss_low_10M,grampa,3,rf_distance,0.21518987341772153,SUCCESS
Bendiksby_2011,conf_dup_loss_low_10M,grampa,3,num_rets_diff,5.0,SUCCESS
Bendiksby_2011,conf_dup_loss_low_10M,grampa,3,num_rets_bias,-5.0,SUCCESS
Bendiksby_2011,conf_dup_loss_low_10M,grampa,3,ploidy_diff.dist,0.8333333333333334,SUCCESS
Bendiksby_2011,conf_dup_loss_low_10M,grampa,3,ploidy_diff.FP,0.0,SUCCESS
Bendiksby_2011,conf_dup_loss_low_10M,grampa,3,ploidy_diff.FN,5.0,SUCCESS
Bendiksby_2011,conf_dup_loss_low_10M,grampa,3,ploidy_diff.TP,1.0,SUCCESS
Bendiksby_2011,conf_dup_loss_low_10M,grampa,3,ret_leaf_jaccard.dist,0.8333333333333334,SUCCESS
Bendiksby_2011,conf_dup_loss_low_10M,grampa,3,ret_leaf_jaccard.FP,0.0,SUCCESS
Bendiksby_2011,conf_dup_loss_low_10M,grampa,3,ret_leaf_jaccard.FN,0.8333333333333334,SUCCESS
Bendiksby_2011,conf_dup_loss_low_10M,grampa,3,ret_leaf_jaccard.TP,0.16666666666666663,SUCCESS
Bendiksby_2011,conf_dup_loss_low_10M,grampa,3,ret_sisters_jaccard.dist,0.8333333333333334,SUCCESS
Bendiksby_2011,conf_dup_loss_low_10M,grampa,3,ret_sisters_jaccard.FP,0.0,SUCCESS
Bendiksby_2011,conf_dup_loss_low_10M,grampa,3,ret_sisters_jaccard.FN,0.8333333333333334,SUCCESS
Bendiksby_2011,conf_dup_loss_low_10M,grampa,3,ret_sisters_jaccard.TP,0.16666666666666663,SUCCESS
Bendiksby_2011,conf_dup_loss_low_10M,grampa,4,edit_distance,0.9365079365079365,SUCCESS
Bendiksby_2011,conf_dup_loss_low_10M,grampa,4,edit_distance_multree,0.8702702702702703,SUCCESS
Bendiksby_2011,conf_dup_loss_low_10M,grampa,4,rf_distance,0.35,SUCCESS
Bendiksby_2011,conf_dup_loss_low_10M,grampa,4,num_rets_diff,5.0,SUCCESS
Bendiksby_2011,conf_dup_loss_low_10M,grampa,4,num_rets_bias,-5.0,SUCCESS
Bendiksby_2011,conf_dup_loss_low_10M,grampa,4,ploidy_diff.dist,0.7,SUCCESS
Bendiksby_2011,conf_dup_loss_low_10M,grampa,4,ploidy_diff.FP,4.0,SUCCESS
Bendiksby_2011,conf_dup_loss_low_10M,grampa,4,ploidy_diff.FN,3.0,SUCCESS
Bendiksby_2011,conf_dup_loss_low_10M,grampa,4,ploidy_diff.TP,3.0,SUCCESS
Bendiksby_2011,conf_dup_loss_low_10M,grampa,4,ret_leaf_jaccard.dist,0.9761904761904763,SUCCESS
Bendiksby_2011,conf_dup_loss_low_10M,grampa,4,ret_leaf_jaccard.FP,0.14285714285714285,SUCCESS
Bendiksby_2011,conf_dup_loss_low_10M,grampa,4,ret_leaf_jaccard.FN,0.8333333333333334,SUCCESS
Bendiksby_2011,conf_dup_loss_low_10M,grampa,4,ret_leaf_jaccard.TP,0.023809523809523725,SUCCESS
Bendiksby_2011,conf_dup_loss_low_10M,grampa,4,ret_sisters_jaccard.dist,0.9583333333333334,SUCCESS
Bendiksby_2011,conf_dup_loss_low_10M,grampa,4,ret_sisters_jaccard.FP,0.08333333333333333,SUCCESS
Bendiksby_2011,conf_dup_loss_low_10M,grampa,4,ret_sisters_jaccard.FN,0.9583333333333334,SUCCESS
Bendiksby_2011,conf_dup_loss_low_10M,grampa,4,ret_sisters_jaccard.TP,0.04166666666666663,SUCCESS
Bendiksby_2011,conf_dup_loss_low_10M,grampa,5,edit_distance,0.9576719576719577,SUCCESS
Bendiksby_2011,conf_dup_loss_low_10M,grampa,5,edit_distance_multree,0.8918918918918919,SUCCESS
Bendiksby_2011,conf_dup_loss_low_10M,grampa,5,rf_distance,0.325,SUCCESS
Bendiksby_2011,conf_dup_loss_low_10M,grampa,5,num_rets_diff,5.0,SUCCESS
Bendiksby_2011,conf_dup_loss_low_10M,grampa,5,num_rets_bias,-5.0,SUCCESS
Bendiksby_2011,conf_dup_loss_low_10M,grampa,5,ploidy_diff.dist,0.7,SUCCESS
Bendiksby_2011,conf_dup_loss_low_10M,grampa,5,ploidy_diff.FP,4.0,SUCCESS
Bendiksby_2011,conf_dup_loss_low_10M,grampa,5,ploidy_diff.FN,3.0,SUCCESS
Bendiksby_2011,conf_dup_loss_low_10M,grampa,5,ploidy_diff.TP,3.0,SUCCESS
Bendiksby_2011,conf_dup_loss_low_10M,grampa,5,ret_leaf_jaccard.dist,0.9761904761904763,SUCCESS
Bendiksby_2011,conf_dup_loss_low_10M,grampa,5,ret_leaf_jaccard.FP,0.14285714285714285,SUCCESS
Bendiksby_2011,conf_dup_loss_low_10M,grampa,5,ret_leaf_jaccard.FN,0.8333333333333334,SUCCESS
Bendiksby_2011,conf_dup_loss_low_10M,grampa,5,ret_leaf_jaccard.TP,0.023809523809523725,SUCCESS
Bendiksby_2011,conf_dup_loss_low_10M,grampa,5,ret_sisters_jaccard.dist,0.9583333333333334,SUCCESS
Bendiksby_2011,conf_dup_loss_low_10M,grampa,5,ret_sisters_jaccard.FP,0.08333333333333333,SUCCESS
Bendiksby_2011,conf_dup_loss_low_10M,grampa,5,ret_sisters_jaccard.FN,0.9583333333333334,SUCCESS
Bendiksby_2011,conf_dup_loss_low_10M,grampa,5,ret_sisters_jaccard.TP,0.04166666666666663,SUCCESS
Koenen_2020,conf_dup_loss_low_10M,grampa,1,edit_distance,0.1891891891891892,SUCCESS
Koenen_2020,conf_dup_loss_low_10M,grampa,1,edit_distance_multree,0.2247191011235955,SUCCESS
Koenen_2020,conf_dup_loss_low_10M,grampa,1,rf_distance,0.0,SUCCESS
Koenen_2020,conf_dup_loss_low_10M,grampa,1,num_rets_diff,0.0,SUCCESS
Koenen_2020,conf_dup_loss_low_10M,grampa,1,num_rets_bias,0.0,SUCCESS
Koenen_2020,conf_dup_loss_low_10M,grampa,1,ploidy_diff.dist,0.0,SUCCESS
Koenen_2020,conf_dup_loss_low_10M,grampa,1,ploidy_diff.FP,0.0,SUCCESS
Koenen_2020,conf_dup_loss_low_10M,grampa,1,ploidy_diff.FN,0.0,SUCCESS
Koenen_2020,conf_dup_loss_low_10M,grampa,1,ploidy_diff.TP,5.0,SUCCESS
Koenen_2020,conf_dup_loss_low_10M,grampa,1,ret_leaf_jaccard.dist,0.0,SUCCESS
Koenen_2020,conf_dup_loss_low_10M,grampa,1,ret_leaf_jaccard.FP,0.0,SUCCESS
Koenen_2020,conf_dup_loss_low_10M,grampa,1,ret_leaf_jaccard.FN,0.0,SUCCESS
Koenen_2020,conf_dup_loss_low_10M,grampa,1,ret_leaf_jaccard.TP,1.0,SUCCESS
Koenen_2020,conf_dup_loss_low_10M,grampa,1,ret_sisters_jaccard.dist,0.0,SUCCESS
Koenen_2020,conf_dup_loss_low_10M,grampa,1,ret_sisters_jaccard.FP,0.0,SUCCESS
Koenen_2020,conf_dup_loss_low_10M,grampa,1,ret_sisters_jaccard.FN,0.0,SUCCESS
Koenen_2020,conf_dup_loss_low_10M,grampa,1,ret_sisters_jaccard.TP,1.0,SUCCESS
Koenen_2020,conf_dup_loss_low_10M,grampa,2,edit_distance,0.0,SUCCESS
Koenen_2020,conf_dup_loss_low_10M,grampa,2,edit_distance_multree,0.0,SUCCESS
Koenen_2020,conf_dup_loss_low_10M,grampa,2,rf_distance,0.0,SUCCESS
Koenen_2020,conf_dup_loss_low_10M,grampa,2,num_rets_diff,0.0,SUCCESS
Koenen_2020,conf_dup_loss_low_10M,grampa,2,num_rets_bias,0.0,SUCCESS
Koenen_2020,conf_dup_loss_low_10M,grampa,2,ploidy_diff.dist,0.0,SUCCESS
Koenen_2020,conf_dup_loss_low_10M,grampa,2,ploidy_diff.FP,0.0,SUCCESS
Koenen_2020,conf_dup_loss_low_10M,grampa,2,ploidy_diff.FN,0.0,SUCCESS
Koenen_2020,conf_dup_loss_low_10M,grampa,2,ploidy_diff.TP,5.0,SUCCESS
Koenen_2020,conf_dup_loss_low_10M,grampa,2,ret_leaf_jaccard.dist,0.0,SUCCESS
Koenen_2020,conf_dup_loss_low_10M,grampa,2,ret_leaf_jaccard.FP,0.0,SUCCESS
Koenen_2020,conf_dup_loss_low_10M,grampa,2,ret_leaf_jaccard.FN,0.0,SUCCESS
Koenen_2020,conf_dup_loss_low_10M,grampa,2,ret_leaf_jaccard.TP,1.0,SUCCESS
Koenen_2020,conf_dup_loss_low_10M,grampa,2,ret_sisters_jaccard.dist,0.0,SUCCESS
Koenen_2020,conf_dup_loss_low_10M,grampa,2,ret_sisters_jaccard.FP,0.0,SUCCESS
Koenen_2020,conf_dup_loss_low_10M,grampa,2,ret_sisters_jaccard.FN,0.0,SUCCESS
Koenen_2020,conf_dup_loss_low_10M,grampa,2,ret_sisters_jaccard.TP,1.0,SUCCESS
Koenen_2020,conf_dup_loss_low_10M,grampa,3,edit_distance,0.8108108108108109,SUCCESS
Koenen_2020,conf_dup_loss_low_10M,grampa,3,edit_distance_multree,0.6067415730337079,SUCCESS
Koenen_2020,conf_dup_loss_low_10M,grampa,3,rf_distance,0.0,SUCCESS
Koenen_2020,conf_dup_loss_low_10M,grampa,3,num_rets_diff,0.0,SUCCESS
Koenen_2020,conf_dup_loss_low_10M,grampa,3,num_rets_bias,0.0,SUCCESS
Koenen_2020,conf_dup_loss_low_10M,grampa,3,ploidy_diff.dist,0.0,SUCCESS
Koenen_2020,conf_dup_loss_low_10M,grampa,3,ploidy_diff.FP,0.0,SUCCESS
Koenen_2020,conf_dup_loss_low_10M,grampa,3,ploidy_diff.FN,0.0,SUCCESS
Koenen_2020,conf_dup_loss_low_10M,grampa,3,ploidy_diff.TP,5.0,SUCCESS
Koenen_2020,conf_dup_loss_low_10M,grampa,3,ret_leaf_jaccard.dist,0.0,SUCCESS
Koenen_2020,conf_dup_loss_low_10M,grampa,3,ret_leaf_jaccard.FP,0.0,SUCCESS
Koenen_2020,conf_dup_loss_low_10M,grampa,3,ret_leaf_jaccard.FN,0.0,SUCCESS
Koenen_2020,conf_dup_loss_low_10M,grampa,3,ret_leaf_jaccard.TP,1.0,SUCCESS
Koenen_2020,conf_dup_loss_low_10M,grampa,3,ret_sisters_jaccard.dist,0.0,SUCCESS
Koenen_2020,conf_dup_loss_low_10M,grampa,3,ret_sisters_jaccard.FP,0.0,SUCCESS
Koenen_2020,conf_dup_loss_low_10M,grampa,3,ret_sisters_jaccard.FN,0.0,SUCCESS
Koenen_2020,conf_dup_loss_low_10M,grampa,3,ret_sisters_jaccard.TP,1.0,SUCCESS
Koenen_2020,conf_dup_loss_low_10M,grampa,4,edit_distance,0.8108108108108109,SUCCESS
Koenen_2020,conf_dup_loss_low_10M,grampa,4,edit_distance_multree,0.6067415730337079,SUCCESS
Koenen_2020,conf_dup_loss_low_10M,grampa,4,rf_distance,0.0,SUCCESS
Koenen_2020,conf_dup_loss_low_10M,grampa,4,num_rets_diff,0.0,SUCCESS
Koenen_2020,conf_dup_loss_low_10M,grampa,4,num_rets_bias,0.0,SUCCESS
Koenen_2020,conf_dup_loss_low_10M,grampa,4,ploidy_diff.dist,0.0,SUCCESS
Koenen_2020,conf_dup_loss_low_10M,grampa,4,ploidy_diff.FP,0.0,SUCCESS
Koenen_2020,conf_dup_loss_low_10M,grampa,4,ploidy_diff.FN,0.0,SUCCESS
Koenen_2020,conf_dup_loss_low_10M,grampa,4,ploidy_diff.TP,5.0,SUCCESS
Koenen_2020,conf_dup_loss_low_10M,grampa,4,ret_leaf_jaccard.dist,0.0,SUCCESS
Koenen_2020,conf_dup_loss_low_10M,grampa,4,ret_leaf_jaccard.FP,0.0,SUCCESS
Koenen_2020,conf_dup_loss_low_10M,grampa,4,ret_leaf_jaccard.FN,0.0,SUCCESS
Koenen_2020,conf_dup_loss_low_10M,grampa,4,ret_leaf_jaccard.TP,1.0,SUCCESS
Koenen_2020,conf_dup_loss_low_10M,grampa,4,ret_sisters_jaccard.dist,0.0,SUCCESS
Koenen_2020,conf_dup_loss_low_10M,grampa,4,ret_sisters_jaccard.FP,0.0,SUCCESS
Koenen_2020,conf_dup_loss_low_10M,grampa,4,ret_sisters_jaccard.FN,0.0,SUCCESS
Koenen_2020,conf_dup_loss_low_10M,grampa,4,ret_sisters_jaccard.TP,1.0,SUCCESS
Koenen_2020,conf_dup_loss_low_10M,grampa,5,edit_distance,0.10810810810810811,SUCCESS
Koenen_2020,conf_dup_loss_low_10M,grampa,5,edit_distance_multree,0.0898876404494382,SUCCESS
Koenen_2020,conf_dup_loss_low_10M,grampa,5,rf_distance,0.0,SUCCESS
Koenen_2020,conf_dup_loss_low_10M,grampa,5,num_rets_diff,0.0,SUCCESS
Koenen_2020,conf_dup_loss_low_10M,grampa,5,num_rets_bias,0.0,SUCCESS
Koenen_2020,conf_dup_loss_low_10M,grampa,5,ploidy_diff.dist,0.0,SUCCESS
Koenen_2020,conf_dup_loss_low_10M,grampa,5,ploidy_diff.FP,0.0,SUCCESS
Koenen_2020,conf_dup_loss_low_10M,grampa,5,ploidy_diff.FN,0.0,SUCCESS
Koenen_2020,conf_dup_loss_low_10M,grampa,5,ploidy_diff.TP,5.0,SUCCESS
Koenen_2020,conf_dup_loss_low_10M,grampa,5,ret_leaf_jaccard.dist,0.0,SUCCESS
Koenen_2020,conf_dup_loss_low_10M,grampa,5,ret_leaf_jaccard.FP,0.0,SUCCESS
Koenen_2020,conf_dup_loss_low_10M,grampa,5,ret_leaf_jaccard.FN,0.0,SUCCESS
Koenen_2020,conf_dup_loss_low_10M,grampa,5,ret_leaf_jaccard.TP,1.0,SUCCESS
Koenen_2020,conf_dup_loss_low_10M,grampa,5,ret_sisters_jaccard.dist,0.0,SUCCESS
Koenen_2020,conf_dup_loss_low_10M,grampa,5,ret_sisters_jaccard.FP,0.0,SUCCESS
Koenen_2020,conf_dup_loss_low_10M,grampa,5,ret_sisters_jaccard.FN,0.0,SUCCESS
Koenen_2020,conf_dup_loss_low_10M,grampa,5,ret_sisters_jaccard.TP,1.0,SUCCESS
Brysting_2007,conf_dup_loss_low_10M,grampa,1,edit_distance,0.9595959595959596,SUCCESS
Brysting_2007,conf_dup_loss_low_10M,grampa,1,edit_distance_multree,0.8810810810810811,SUCCESS
Brysting_2007,conf_dup_loss_low_10M,grampa,1,rf_distance,0.7101449275362319,SUCCESS
Brysting_2007,conf_dup_loss_low_10M,grampa,1,num_rets_diff,17.0,SUCCESS
Brysting_2007,conf_dup_loss_low_10M,grampa,1,num_rets_bias,-17.0,SUCCESS
Brysting_2007,conf_dup_loss_low_10M,grampa,1,ploidy_diff.dist,1.0,SUCCESS
Brysting_2007,conf_dup_loss_low_10M,grampa,1,ploidy_diff.FP,1.0,SUCCESS
Brysting_2007,conf_dup_loss_low_10M,grampa,1,ploidy_diff.FN,20.0,SUCCESS
Brysting_2007,conf_dup_loss_low_10M,grampa,1,ploidy_diff.TP,0.0,SUCCESS
Brysting_2007,conf_dup_loss_low_10M,grampa,1,ret_leaf_jaccard.dist,1.0,SUCCESS
Brysting_2007,conf_dup_loss_low_10M,grampa,1,ret_leaf_jaccard.FP,0.05555555555555555,SUCCESS
Brysting_2007,conf_dup_loss_low_10M,grampa,1,ret_leaf_jaccard.FN,1.0,SUCCESS
Brysting_2007,conf_dup_loss_low_10M,grampa,1,ret_leaf_jaccard.TP,0.0,SUCCESS
Brysting_2007,conf_dup_loss_low_10M,grampa,1,ret_sisters_jaccard.dist,1.0,SUCCESS
Brysting_2007,conf_dup_loss_low_10M,grampa,1,ret_sisters_jaccard.FP,0.05555555555555555,SUCCESS
Brysting_2007,conf_dup_loss_low_10M,grampa,1,ret_sisters_jaccard.FN,1.0,SUCCESS
Brysting_2007,conf_dup_loss_low_10M,grampa,1,ret_sisters_jaccard.TP,0.0,SUCCESS
Brysting_2007,conf_dup_loss_low_10M,grampa,2,edit_distance,0.9494949494949495,SUCCESS
Brysting_2007,conf_dup_loss_low_10M,grampa,2,edit_distance_multree,0.8918918918918919,SUCCESS
Brysting_2007,conf_dup_loss_low_10M,grampa,2,rf_distance,0.7391304347826086,SUCCESS
Brysting_2007,conf_dup_loss_low_10M,grampa,2,num_rets_diff,17.0,SUCCESS
Brysting_2007,conf_dup_loss_low_10M,grampa,2,num_rets_bias,-17.0,SUCCESS
Brysting_2007,conf_dup_loss_low_10M,grampa,2,ploidy_diff.dist,1.0,SUCCESS
Brysting_2007,conf_dup_loss_low_10M,grampa,2,ploidy_diff.FP,1.0,SUCCESS
Brysting_2007,conf_dup_loss_low_10M,grampa,2,ploidy_diff.FN,20.0,SUCCESS
Brysting_2007,conf_dup_loss_low_10M,grampa,2,ploidy_diff.TP,0.0,SUCCESS
Brysting_2007,conf_dup_loss_low_10M,grampa,2,ret_leaf_jaccard.dist,1.0,SUCCESS
Brysting_2007,conf_dup_loss_low_10M,grampa,2,ret_leaf_jaccard.FP,0.05555555555555555,SUCCESS
Brysting_2007,conf_dup_loss_low_10M,grampa,2,ret_leaf_jaccard.FN,1.0,SUCCESS
Brysting_2007,conf_dup_loss_low_10M,grampa,2,ret_leaf_jaccard.TP,0.0,SUCCESS
Brysting_2007,conf_dup_loss_low_10M,grampa,2,ret_sisters_jaccard.dist,1.0,SUCCESS
Brysting_2007,conf_dup_loss_low_10M,grampa,2,ret_sisters_jaccard.FP,0.05555555555555555,SUCCESS
Brysting_2007,conf_dup_loss_low_10M,grampa,2,ret_sisters_jaccard.FN,1.0,SUCCESS
Brysting_2007,conf_dup_loss_low_10M,grampa,2,ret_sisters_jaccard.TP,0.0,SUCCESS
Brysting_2007,conf_dup_loss_low_10M,grampa,3,edit_distance,0.9696969696969697,SUCCESS
Brysting_2007,conf_dup_loss_low_10M,grampa,3,edit_distance_multree,0.8810810810810811,SUCCESS
Brysting_2007,conf_dup_loss_low_10M,grampa,3,rf_distance,0.7101449275362319,SUCCESS
Brysting_2007,conf_dup_loss_low_10M,grampa,3,num_rets_diff,17.0,SUCCESS
Brysting_2007,conf_dup_loss_low_10M,grampa,3,num_rets_bias,-17.0,SUCCESS
Brysting_2007,conf_dup_loss_low_10M,grampa,3,ploidy_diff.dist,1.0,SUCCESS
Brysting_2007,conf_dup_loss_low_10M,grampa,3,ploidy_diff.FP,1.0,SUCCESS
Brysting_2007,conf_dup_loss_low_10M,grampa,3,ploidy_diff.FN,20.0,SUCCESS
Brysting_2007,conf_dup_loss_low_10M,grampa,3,ploidy_diff.TP,0.0,SUCCESS
Brysting_2007,conf_dup_loss_low_10M,grampa,3,ret_leaf_jaccard.dist,1.0,SUCCESS
Brysting_2007,conf_dup_loss_low_10M,grampa,3,ret_leaf_jaccard.FP,0.05555555555555555,SUCCESS
Brysting_2007,conf_dup_loss_low_10M,grampa,3,ret_leaf_jaccard.FN,1.0,SUCCESS
Brysting_2007,conf_dup_loss_low_10M,grampa,3,ret_leaf_jaccard.TP,0.0,SUCCESS
Brysting_2007,conf_dup_loss_low_10M,grampa,3,ret_sisters_jaccard.dist,1.0,SUCCESS
Brysting_2007,conf_dup_loss_low_10M,grampa,3,ret_sisters_jaccard.FP,0.05555555555555555,SUCCESS
Brysting_2007,conf_dup_loss_low_10M,grampa,3,ret_sisters_jaccard.FN,1.0,SUCCESS
Brysting_2007,conf_dup_loss_low_10M,grampa,3,ret_sisters_jaccard.TP,0.0,SUCCESS
Brysting_2007,conf_dup_loss_low_10M,grampa,4,edit_distance,0.9393939393939394,SUCCESS
Brysting_2007,conf_dup_loss_low_10M,grampa,4,edit_distance_multree,0.9351351351351351,SUCCESS
Brysting_2007,conf_dup_loss_low_10M,grampa,4,rf_distance,0.7971014492753623,SUCCESS
Brysting_2007,conf_dup_loss_low_10M,grampa,4,num_rets_diff,17.0,SUCCESS
Brysting_2007,conf_dup_loss_low_10M,grampa,4,num_rets_bias,-17.0,SUCCESS
Brysting_2007,conf_dup_loss_low_10M,grampa,4,ploidy_diff.dist,0.9523809523809523,SUCCESS
Brysting_2007,conf_dup_loss_low_10M,grampa,4,ploidy_diff.FP,1.0,SUCCESS
Brysting_2007,conf_dup_loss_low_10M,grampa,4,ploidy_diff.FN,19.0,SUCCESS
Brysting_2007,conf_dup_loss_low_10M,grampa,4,ploidy_diff.TP,1.0,SUCCESS
Brysting_2007,conf_dup_loss_low_10M,grampa,4,ret_leaf_jaccard.dist,0.9722222222222222,SUCCESS
Brysting_2007,conf_dup_loss_low_10M,grampa,4,ret_leaf_jaccard.FP,0.027777777777777776,SUCCESS
Brysting_2007,conf_dup_loss_low_10M,grampa,4,ret_leaf_jaccard.FN,0.9444444444444444,SUCCESS
Brysting_2007,conf_dup_loss_low_10M,grampa,4,ret_leaf_jaccard.TP,0.02777777777777779,SUCCESS
Brysting_2007,conf_dup_loss_low_10M,grampa,4,ret_sisters_jaccard.dist,0.9944701646090535,SUCCESS
Brysting_2007,conf_dup_loss_low_10M,grampa,4,ret_sisters_jaccard.FP,0.05002572016460906,SUCCESS
Brysting_2007,conf_dup_loss_low_10M,grampa,4,ret_sisters_jaccard.FN,0.9444444444444444,SUCCESS
Brysting_2007,conf_dup_loss_low_10M,grampa,4,ret_sisters_jaccard.TP,0.005529835390946536,SUCCESS
Brysting_2007,conf_dup_loss_low_10M,grampa,5,edit_distance,0.9595959595959596,SUCCESS
Brysting_2007,conf_dup_loss_low_10M,grampa,5,edit_distance_multree,0.8972972972972973,SUCCESS
Brysting_2007,conf_dup_loss_low_10M,grampa,5,rf_distance,0.5942028985507246,SUCCESS
Brysting_2007,conf_dup_loss_low_10M,grampa,5,num_rets_diff,17.0,SUCCESS
Brysting_2007,conf_dup_loss_low_10M,grampa,5,num_rets_bias,-17.0,SUCCESS
Brysting_2007,conf_dup_loss_low_10M,grampa,5,ploidy_diff.dist,0.95,SUCCESS
Brysting_2007,conf_dup_loss_low_10M,grampa,5,ploidy_diff.FP,0.0,SUCCESS
Brysting_2007,conf_dup_loss_low_10M,grampa,5,ploidy_diff.FN,19.0,SUCCESS
Brysting_2007,conf_dup_loss_low_10M,grampa,5,ploidy_diff.TP,1.0,SUCCESS
Brysting_2007,conf_dup_loss_low_10M,grampa,5,ret_leaf_jaccard.dist,0.9444444444444444,SUCCESS
Brysting_2007,conf_dup_loss_low_10M,grampa,5,ret_leaf_jaccard.FP,0.0,SUCCESS
Brysting_2007,conf_dup_loss_low_10M,grampa,5,ret_leaf_jaccard.FN,0.9444444444444444,SUCCESS
Brysting_2007,conf_dup_loss_low_10M,grampa,5,ret_leaf_jaccard.TP,0.05555555555555558,SUCCESS
Brysting_2007,conf_dup_loss_low_10M,grampa,5,ret_sisters_jaccard.dist,0.9701646090534979,SUCCESS
Brysting_2007,conf_dup_loss_low_10M,grampa,5,ret_sisters_jaccard.FP,0.0257201646090535,SUCCESS
Brysting_2007,conf_dup_loss_low_10M,grampa,5,ret_sisters_jaccard.FN,0.9444444444444444,SUCCESS
Brysting_2007,conf_dup_loss_low_10M,grampa,5,ret_sisters_jaccard.TP,0.029835390946502116,SUCCESS
Lawrence_2016,conf_dup_loss_low_10M,grampa,1,edit_distance,0.936046511627907,SUCCESS
Lawrence_2016,conf_dup_loss_low_10M,grampa,1,edit_distance_multree,0.7572254335260116,SUCCESS
Lawrence_2016,conf_dup_loss_low_10M,grampa,1,rf_distance,0.42105263157894735,SUCCESS
Lawrence_2016,conf_dup_loss_low_10M,grampa,1,num_rets_diff,3.0,SUCCESS
Lawrence_2016,conf_dup_loss_low_10M,grampa,1,num_rets_bias,-3.0,SUCCESS
Lawrence_2016,conf_dup_loss_low_10M,grampa,1,ploidy_diff.dist,1.0,SUCCESS
