network,config,method,replicate,metric,value,status
Bendiksby_2011,conf_dup_loss_medium_10M,grampa,2,ret_sisters_jaccard.TP,0.16666666666666663,SUCCESS
Bendiksby_2011,conf_dup_loss_medium_10M,grampa,3,edit_distance,0.9259259259259259,SUCCESS
Bendiksby_2011,conf_dup_loss_medium_10M,grampa,3,edit_distance_multree,0.8524590163934426,SUCCESS
Bendiksby_2011,conf_dup_loss_medium_10M,grampa,3,rf_distance,0.2911392405063291,SUCCESS
Bendiksby_2011,conf_dup_loss_medium_10M,grampa,3,num_rets_diff,5.0,SUCCESS
Bendiksby_2011,conf_dup_loss_medium_10M,grampa,3,num_rets_bias,-5.0,SUCCESS
Bendiksby_2011,conf_dup_loss_medium_10M,grampa,3,ploidy_diff.dist,0.8333333333333334,SUCCESS
Bendiksby_2011,conf_dup_loss_medium_10M,grampa,3,ploidy_diff.FP,0.0,SUCCESS
Bendiksby_2011,conf_dup_loss_medium_10M,grampa,3,ploidy_diff.FN,5.0,SUCCESS
Bendiksby_2011,conf_dup_loss_medium_10M,grampa,3,ploidy_diff.TP,1.0,SUCCESS
Bendiksby_2011,conf_dup_loss_medium_10M,grampa,3,ret_leaf_jaccard.dist,0.8333333333333334,SUCCESS
Bendiksby_2011,conf_dup_loss_medium_10M,grampa,3,ret_leaf_jaccard.FP,0.0,SUCCESS
Bendiksby_2011,conf_dup_loss_medium_10M,grampa,3,ret_leaf_jaccard.FN,0.8333333333333334,SUCCESS
Bendiksby_2011,conf_dup_loss_medium_10M,grampa,3,ret_leaf_jaccard.TP,0.16666666666666663,SUCCESS
Bendiksby_2011,conf_dup_loss_medium_10M,grampa,3,ret_sisters_jaccard.dist,0.8333333333333334,SUCCESS
Bendiksby_2011,conf_dup_loss_medium_10M,grampa,3,ret_sisters_jaccard.FP,0.0,SUCCESS
Bendiksby_2011,conf_dup_loss_medium_10M,grampa,3,ret_sisters_jaccard.FN,0.8333333333333334,SUCCESS
Bendiksby_2011,conf_dup_loss_medium_10M,grampa,3,ret_sisters_jaccard.TP,0.16666666666666663,SUCCESS
Bendiksby_2011,conf_dup_loss_medium_10M,grampa,4,edit_distance,0.9365079365079365,SUCCESS
Bendiksby_2011,conf_dup_loss_medium_10M,grampa,4,edit_distance_multree,0.8743169398907104,SUCCESS
Bendiksby_2011,conf_dup_loss_medium_10M,grampa,4,rf_distance,0.24050632911392406,SUCCESS
Bendiksby_2011,conf_dup_loss_medium_10M,grampa,4,num_rets_diff,5.0,SUCCESS
Bendiksby_2011,conf_dup_loss_medium_10M,grampa,4,num_rets_bias,-5.0,SUCCESS
Bendiksby_2011,conf_dup_loss_medium_10M,grampa,4,ploidy_diff.dist,0.8333333333333334,SUCCESS
Bendiksby_2011,conf_dup_loss_medium_10M,grampa,4,ploidy_diff.FP,0.0,SUCCESS
Bendiksby_2011,conf_dup_loss_medium_10M,grampa,4,ploidy_diff.FN,5.0,SUCCESS
Bendiksby_2011,conf_dup_loss_medium_10M,grampa,4,ploidy_diff.TP,1.0,SUCCESS
Bendiksby_2011,conf_dup_loss_medium_10M,grampa,4,ret_leaf_jaccard.dist,0.8333333333333334,SUCCESS
Bendiksby_2011,conf_dup_loss_medium_10M,grampa,4,ret_leaf_jaccard.FP,0.0,SUCCESS
Bendiksby_2011,conf_dup_loss_medium_10M,grampa,4,ret_leaf_jaccard.FN,0.8333333333333334,SUCCESS
Bendiksby_2011,conf_dup_loss_medium_10M,grampa,4,ret_leaf_jaccard.TP,0.16666666666666663,SUCCESS
Bendiksby_2011,conf_dup_loss_medium_10M,grampa,4,ret_sisters_jaccard.dist,0.8333333333333334,SUCCESS
Bendiksby_2011,conf_dup_loss_medium_10M,grampa,4,ret_sisters_jaccard.FP,0.0,SUCCESS
Bendiksby_2011,conf_dup_loss_medium_10M,grampa,4,ret_sisters_jaccard.FN,0.8333333333333334,SUCCESS
Bendiksby_2011,conf_dup_loss_medium_10M,grampa,4,ret_sisters_jaccard.TP,0.16666666666666663,SUCCESS
Bendiksby_2011,conf_dup_loss_medium_10M,grampa,5,edit_distance,0.9576719576719577,SUCCESS
Bendiksby_2011,conf_dup_loss_medium_10M,grampa,5,edit_distance_multree,0.8918918918918919,SUCCESS
Bendiksby_2011,conf_dup_loss_medium_10M,grampa,5,rf_distance,0.325,SUCCESS
Bendiksby_2011,conf_dup_loss_medium_10M,grampa,5,num_rets_diff,5.0,SUCCESS
Bendiksby_2011,conf_dup_loss_medium_10M,grampa,5,num_rets_bias,-5.0,SUCCESS
Bendiksby_2011,conf_dup_loss_medium_10M,grampa,5,ploidy_diff.dist,0.7,SUCCESS
Bendiksby_2011,conf_dup_loss_medium_10M,grampa,5,ploidy_diff.FP,4.0,SUCCESS
Bendiksby_2011,conf_dup_loss_medium_10M,grampa,5,ploidy_diff.FN,3.0,SUCCESS
Bendiksby_2011,conf_dup_loss_medium_10M,grampa,5,ploidy_diff.TP,3.0,SUCCESS
Bendiksby_2011,conf_dup_loss_medium_10M,grampa,5,ret_leaf_jaccard.dist,0.9761904761904763,SUCCESS
Bendiksby_2011,conf_dup_loss_medium_10M,grampa,5,ret_leaf_jaccard.FP,0.14285714285714285,SUCCESS
Bendiksby_2011,conf_dup_loss_medium_10M,grampa,5,ret_leaf_jaccard.FN,0.8333333333333334,SUCCESS
Bendiksby_2011,conf_dup_loss_medium_10M,grampa,5,ret_leaf_jaccard.TP,0.023809523809523725,SUCCESS
Bendiksby_2011,conf_dup_loss_medium_10M,grampa,5,ret_sisters_jaccard.dist,0.9583333333333334,SUCCESS
Bendiksby_2011,conf_dup_loss_medium_10M,grampa,5,ret_sisters_jaccard.FP,0.08333333333333333,SUCCESS
Bendiksby_2011,conf_dup_loss_medium_10M,grampa,5,ret_sisters_jaccard.FN,0.9583333333333334,SUCCESS
Bendiksby_2011,conf_dup_loss_medium_10M,grampa,5,ret_sisters_jaccard.TP,0.04166666666666663,SUCCESS
Koenen_2020,conf_dup_loss_medium_10M,grampa,1,edit_distance,0.8648648648648649,SUCCESS
Koenen_2020,conf_dup_loss_medium_10M,grampa,1,edit_distance_multree,0.47191011235955055,SUCCESS
Koenen_2020,conf_dup_loss_medium_10M,grampa,1,rf_distance,0.0,SUCCESS
Koenen_2020,conf_dup_loss_medium_10M,grampa,1,num_rets_diff,0.0,SUCCESS
Koenen_2020,conf_dup_loss_medium_10M,grampa,1,num_rets_bias,0.0,SUCCESS
Koenen_2020,conf_dup_loss_medium_10M,grampa,1,ploidy_diff.dist,0.0,SUCCESS
Koenen_2020,conf_dup_loss_medium_10M,grampa,1,ploidy_diff.FP,0.0,SUCCESS
Koenen_2020,conf_dup_loss_medium_10M,grampa,1,ploidy_diff.FN,0.0,SUCCESS
Koenen_2020,conf_dup_loss_medium_10M,grampa,1,ploidy_diff.TP,5.0,SUCCESS
Koenen_2020,conf_dup_loss_medium_10M,grampa,1,ret_leaf_jaccard.dist,0.0,SUCCESS
Koenen_2020,conf_dup_loss_medium_10M,grampa,1,ret_leaf_jaccard.FP,0.0,SUCCESS
Koenen_2020,conf_dup_loss_medium_10M,grampa,1,ret_leaf_jaccard.FN,0.0,SUCCESS
Koenen_2020,conf_dup_loss_medium_10M,grampa,1,ret_leaf_jaccard.TP,1.0,SUCCESS
Koenen_2020,conf_dup_loss_medium_10M,grampa,1,ret_sisters_jaccard.dist,0.0,SUCCESS
Koenen_2020,conf_dup_loss_medium_10M,grampa,1,ret_sisters_jaccard.FP,0.0,SUCCESS
Koenen_2020,conf_dup_loss_medium_10M,grampa,1,ret_sisters_jaccard.FN,0.0,SUCCESS
Koenen_2020,conf_dup_loss_medium_10M,grampa,1,ret_sisters_jaccard.TP,1.0,SUCCESS
Koenen_2020,conf_dup_loss_medium_10M,grampa,2,edit_distance,0.8378378378378378,SUCCESS
Koenen_2020,conf_dup_loss_medium_10M,grampa,2,edit_distance_multree,0.7751937984496124,SUCCESS
Koenen_2020,conf_dup_loss_medium_10M,grampa,2,rf_distance,0.3333333333333333,SUCCESS
Koenen_2020,conf_dup_loss_medium_10M,grampa,2,num_rets_diff,0.0,SUCCESS
Koenen_2020,conf_dup_loss_medium_10M,grampa,2,num_rets_bias,0.0,SUCCESS
Koenen_2020,conf_dup_loss_medium_10M,grampa,2,ploidy_diff.dist,0.6666666666666667,SUCCESS
Koenen_2020,conf_dup_loss_medium_10M,grampa,2,ploidy_diff.FP,10.0,SUCCESS
Koenen_2020,conf_dup_loss_medium_10M,grampa,2,ploidy_diff.FN,0.0,SUCCESS
Koenen_2020,conf_dup_loss_medium_10M,grampa,2,ploidy_diff.TP,5.0,SUCCESS
Koenen_2020,conf_dup_loss_medium_10M,grampa,2,ret_leaf_jaccard.dist,0.6666666666666667,SUCCESS
Koenen_2020,conf_dup_loss_medium_10M,grampa,2,ret_leaf_jaccard.FP,0.6666666666666666,SUCCESS
Koenen_2020,conf_dup_loss_medium_10M,grampa,2,ret_leaf_jaccard.FN,0.0,SUCCESS
Koenen_2020,conf_dup_loss_medium_10M,grampa,2,ret_leaf_jaccard.TP,0.33333333333333326,SUCCESS
Koenen_2020,conf_dup_loss_medium_10M,grampa,2,ret_sisters_jaccard.dist,0.7777777777777778,SUCCESS
Koenen_2020,conf_dup_loss_medium_10M,grampa,2,ret_sisters_jaccard.FP,0.7777777777777778,SUCCESS
Koenen_2020,conf_dup_loss_medium_10M,grampa,2,ret_sisters_jaccard.FN,0.5,SUCCESS
Koenen_2020,conf_dup_loss_medium_10M,grampa,2,ret_sisters_jaccard.TP,0.2222222222222222,SUCCESS
Koenen_2020,conf_dup_loss_medium_10M,grampa,3,edit_distance,0.7567567567567568,SUCCESS
Koenen_2020,conf_dup_loss_medium_10M,grampa,3,edit_distance_multree,0.7522935779816514,SUCCESS
Koenen_2020,conf_dup_loss_medium_10M,grampa,3,rf_distance,0.21212121212121213,SUCCESS
Koenen_2020,conf_dup_loss_medium_10M,grampa,3,num_rets_diff,0.0,SUCCESS
Koenen_2020,conf_dup_loss_medium_10M,grampa,3,num_rets_bias,0.0,SUCCESS
Koenen_2020,conf_dup_loss_medium_10M,grampa,3,ploidy_diff.dist,0.5,SUCCESS
Koenen_2020,conf_dup_loss_medium_10M,grampa,3,ploidy_diff.FP,5.0,SUCCESS
Koenen_2020,conf_dup_loss_medium_10M,grampa,3,ploidy_diff.FN,0.0,SUCCESS
Koenen_2020,conf_dup_loss_medium_10M,grampa,3,ploidy_diff.TP,5.0,SUCCESS
Koenen_2020,conf_dup_loss_medium_10M,grampa,3,ret_leaf_jaccard.dist,0.5,SUCCESS
Koenen_2020,conf_dup_loss_medium_10M,grampa,3,ret_leaf_jaccard.FP,0.5,SUCCESS
Koenen_2020,conf_dup_loss_medium_10M,grampa,3,ret_leaf_jaccard.FN,0.0,SUCCESS
Koenen_2020,conf_dup_loss_medium_10M,grampa,3,ret_leaf_jaccard.TP,0.5,SUCCESS
Koenen_2020,conf_dup_loss_medium_10M,grampa,3,ret_sisters_jaccard.dist,0.7777777777777778,SUCCESS
Koenen_2020,conf_dup_loss_medium_10M,grampa,3,ret_sisters_jaccard.FP,0.7777777777777778,SUCCESS
Koenen_2020,conf_dup_loss_medium_10M,grampa,3,ret_sisters_jaccard.FN,0.5,SUCCESS
Koenen_2020,conf_dup_loss_medium_10M,grampa,3,ret_sisters_jaccard.TP,0.2222222222222222,SUCCESS
Koenen_2020,conf_dup_loss_medium_10M,grampa,4,edit_distance,0.10810810810810811,SUCCESS
Koenen_2020,conf_dup_loss_medium_10M,grampa,4,edit_distance_multree,0.0898876404494382,SUCCESS
Koenen_2020,conf_dup_loss_medium_10M,grampa,4,rf_distance,0.0,SUCCESS
Koenen_2020,conf_dup_loss_medium_10M,grampa,4,num_rets_diff,0.0,SUCCESS
Koenen_2020,conf_dup_loss_medium_10M,grampa,4,num_rets_bias,0.0,SUCCESS
Koenen_2020,conf_dup_loss_medium_10M,grampa,4,ploidy_diff.dist,0.0,SUCCESS
Koenen_2020,conf_dup_loss_medium_10M,grampa,4,ploidy_diff.FP,0.0,SUCCESS
Koenen_2020,conf_dup_loss_medium_10M,grampa,4,ploidy_diff.FN,0.0,SUCCESS
Koenen_2020,conf_dup_loss_medium_10M,grampa,4,ploidy_diff.TP,5.0,SUCCESS
Koenen_2020,conf_dup_loss_medium_10M,grampa,4,ret_leaf_jaccard.dist,0.0,SUCCESS
Koenen_2020,conf_dup_loss_medium_10M,grampa,4,ret_leaf_jaccard.FP,0.0,SUCCESS
Koenen_2020,conf_dup_loss_medium_10M,grampa,4,ret_leaf_jaccard.FN,0.0,SUCCESS
Koenen_2020,conf_dup_loss_medium_10M,grampa,4,ret_leaf_jaccard.TP,1.0,SUCCESS
Koenen_2020,conf_dup_loss_medium_10M,grampa,4,ret_sisters_jaccard.dist,0.0,SUCCESS
Koenen_2020,conf_dup_loss_medium_10M,grampa,4,ret_sisters_jaccard.FP,0.0,SUCCESS
Koenen_2020,conf_dup_loss_medium_10M,grampa,4,ret_sisters_jaccard.FN,0.0,SUCCESS
Koenen_2020,conf_dup_loss_medium_10M,grampa,4,ret_sisters_jaccard.TP,1.0,SUCCESS
Koenen_2020,conf_dup_loss_medium_10M,grampa,5,edit_distance,0.7567567567567568,SUCCESS
Koenen_2020,conf_dup_loss_medium_10M,grampa,5,edit_distance_multree,0.8264462809917356,SUCCESS
Koenen_2020,conf_dup_loss_medium_10M,grampa,5,rf_distance,0.3939393939393939,SUCCESS
Koenen_2020,conf_dup_loss_medium_10M,grampa,5,num_rets_diff,0.0,SUCCESS
Koenen_2020,conf_dup_loss_medium_10M,grampa,5,num_rets_bias,0.0,SUCCESS
Koenen_2020,conf_dup_loss_medium_10M,grampa,5,ploidy_diff.dist,0.6153846153846154,SUCCESS
Koenen_2020,conf_dup_loss_medium_10M,grampa,5,ploidy_diff.FP,8.0,SUCCESS
Koenen_2020,conf_dup_loss_medium_10M,grampa,5,ploidy_diff.FN,0.0,SUCCESS
Koenen_2020,conf_dup_loss_medium_10M,grampa,5,ploidy_diff.TP,5.0,SUCCESS
Koenen_2020,conf_dup_loss_medium_10M,grampa,5,ret_leaf_jaccard.dist,0.6153846153846154,SUCCESS
Koenen_2020,conf_dup_loss_medium_10M,grampa,5,ret_leaf_jaccard.FP,0.6153846153846154,SUCCESS
Koenen_2020,conf_dup_loss_medium_10M,grampa,5,ret_leaf_jaccard.FN,0.0,SUCCESS
Koenen_2020,conf_dup_loss_medium_10M,grampa,5,ret_leaf_jaccard.TP,0.3846153846153846,SUCCESS
Koenen_2020,conf_dup_loss_medium_10M,grampa,5,ret_sisters_jaccard.dist,0.7777777777777778,SUCCESS
Koenen_2020,conf_dup_loss_medium_10M,grampa,5,ret_sisters_jaccard.FP,0.7777777777777778,SUCCESS
Koenen_2020,conf_dup_loss_medium_10M,grampa,5,ret_sisters_jaccard.FN,0.5,SUCCESS
Koenen_2020,conf_dup_loss_medium_10M,grampa,5,ret_sisters_jaccard.TP,0.2222222222222222,SUCCESS
Brysting_2007,conf_dup_loss_medium_10M,grampa,1,edit_distance,0.9393939393939394,SUCCESS
Brysting_2007,conf_dup_loss_medium_10M,grampa,1,edit_distance_multree,0.9027027027027027,SUCCESS
Brysting_2007,conf_dup_loss_medium_10M,grampa,1,rf_distance,0.7101449275362319,SUCCESS
Brysting_2007,conf_dup_loss_medium_10M,grampa,1,num_rets_diff,17.0,SUCCESS
Brysting_2007,conf_dup_loss_medium_10M,grampa,1,num_rets_bias,-17.0,SUCCESS
Brysting_2007,conf_dup_loss_medium_10M,grampa,1,ploidy_diff.dist,0.6666666666666667,SUCCESS
Brysting_2007,conf_dup_loss_medium_10M,grampa,1,ploidy_diff.FP,1.0,SUCCESS
Brysting_2007,conf_dup_loss_medium_10M,grampa,1,ploidy_diff.FN,13.0,SUCCESS
Brysting_2007,conf_dup_loss_medium_10M,grampa,1,ploidy_diff.TP,7.0,SUCCESS
Brysting_2007,conf_dup_loss_medium_10M,grampa,1,ret_leaf_jaccard.dist,0.9930555555555556,SUCCESS
Brysting_2007,conf_dup_loss_medium_10M,grampa,1,ret_leaf_jaccard.FP,0.04861111111111111,SUCCESS
Brysting_2007,conf_dup_loss_medium_10M,grampa,1,ret_leaf_jaccard.FN,0.9444444444444444,SUCCESS
Brysting_2007,conf_dup_loss_medium_10M,grampa,1,ret_leaf_jaccard.TP,0.00694444444444442,SUCCESS
Brysting_2007,conf_dup_loss_medium_10M,grampa,1,ret_sisters_jaccard.dist,1.0,SUCCESS
Brysting_2007,conf_dup_loss_medium_10M,grampa,1,ret_sisters_jaccard.FP,0.05555555555555555,SUCCESS
Brysting_2007,conf_dup_loss_medium_10M,grampa,1,ret_sisters_jaccard.FN,1.0,SUCCESS
Brysting_2007,conf_dup_loss_medium_10M,grampa,1,ret_sisters_jaccard.TP,0.0,SUCCESS
Brysting_2007,conf_dup_loss_medium_10M,grampa,2,edit_distance,0.9797979797979798,SUCCESS
Brysting_2007,conf_dup_loss_medium_10M,grampa,2,edit_distance_multree,0.8918918918918919,SUCCESS
Brysting_2007,conf_dup_loss_medium_10M,grampa,2,rf_distance,0.7101449275362319,SUCCESS
Brysting_2007,conf_dup_loss_medium_10M,grampa,2,num_rets_diff,17.0,SUCCESS
Brysting_2007,conf_dup_loss_medium_10M,grampa,2,num_rets_bias,-17.0,SUCCESS
Brysting_2007,conf_dup_loss_medium_10M,grampa,2,ploidy_diff.dist,1.0,SUCCESS
Brysting_2007,conf_dup_loss_medium_10M,grampa,2,ploidy_diff.FP,1.0,SUCCESS
Brysting_2007,conf_dup_loss_medium_10M,grampa,2,ploidy_diff.FN,20.0,SUCCESS
Brysting_2007,conf_dup_loss_medium_10M,grampa,2,ploidy_diff.TP,0.0,SUCCESS
Brysting_2007,conf_dup_loss_medium_10M,grampa,2,ret_leaf_jaccard.dist,1.0,SUCCESS
Brysting_2007,conf_dup_loss_medium_10M,grampa,2,ret_leaf_jaccard.FP,0.05555555555555555,SUCCESS
Brysting_2007,conf_dup_loss_medium_10M,grampa,2,ret_leaf_jaccard.FN,1.0,SUCCESS
Brysting_2007,conf_dup_loss_medium_10M,grampa,2,ret_leaf_jaccard.TP,0.0,SUCCESS
Brysting_2007,conf_dup_loss_medium_10M,grampa,2,ret_sisters_jaccard.dist,1.0,SUCCESS
Brysting_2007,conf_dup_loss_medium_10M,grampa,2,ret_sisters_jaccard.FP,0.05555555555555555,SUCCESS
Brysting_2007,conf_dup_loss_medium_10M,grampa,2,ret_sisters_jaccard.FN,1.0,SUCCESS
Brysting_2007,conf_dup_loss_medium_10M,grampa,2,ret_sisters_jaccard.TP,0.0,SUCCESS
Brysting_2007,conf_dup_loss_medium_10M,grampa,3,edit_distance,0.9797979797979798,SUCCESS
Brysting_2007,conf_dup_loss_medium_10M,grampa,3,edit_distance_multree,0.8918918918918919,SUCCESS
Brysting_2007,conf_dup_loss_medium_10M,grampa,3,rf_distance,0.7101449275362319,SUCCESS
Brysting_2007,conf_dup_loss_medium_10M,grampa,3,num_rets_diff,17.0,SUCCESS
Brysting_2007,conf_dup_loss_medium_10M,grampa,3,num_rets_bias,-17.0,SUCCESS
Brysting_2007,conf_dup_loss_medium_10M,grampa,3,ploidy_diff.dist,1.0,SUCCESS
Brysting_2007,conf_dup_loss_medium_10M,grampa,3,ploidy_diff.FP,1.0,SUCCESS
Brysting_2007,conf_dup_loss_medium_10M,grampa,3,ploidy_diff.FN,20.0,SUCCESS
Brysting_2007,conf_dup_loss_medium_10M,grampa,3,ploidy_diff.TP,0.0,SUCCESS
Brysting_2007,conf_dup_loss_medium_10M,grampa,3,ret_leaf_jaccard.dist,1.0,SUCCESS
Brysting_2007,conf_dup_loss_medium_10M,grampa,3,ret_leaf_jaccard.FP,0.05555555555555555,SUCCESS
Brysting_2007,conf_dup_loss_medium_10M,grampa,3,ret_leaf_jaccard.FN,1.0,SUCCESS
Brysting_2007,conf_dup_loss_medium_10M,grampa,3,ret_leaf_jaccard.TP,0.0,SUCCESS
Brysting_2007,conf_dup_loss_medium_10M,grampa,3,ret_sisters_jaccard.dist,1.0,SUCCESS
Brysting_2007,conf_dup_loss_medium_10M,grampa,3,ret_sisters_jaccard.FP,0.05555555555555555,SUCCESS
Brysting_2007,conf_dup_loss_medium_10M,grampa,3,ret_sisters_jaccard.FN,1.0,SUCCESS
Brysting_2007,conf_dup_loss_medium_10M,grampa,3,ret_sisters_jaccard.TP,0.0,SUCCESS
Brysting_2007,conf_dup_loss_medium_10M,grampa,4,edit_distance,0.9797979797979798,SUCCESS
Brysting_2007,conf_dup_loss_medium_10M,grampa,4,edit_distance_multree,0.8918918918918919,SUCCESS
Brysting_2007,conf_dup_loss_medium_10M,grampa,4,rf_distance,0.7101449275362319,SUCCESS
Brysting_2007,conf_dup_loss_medium_10M,grampa,4,num_rets_diff,17.0,SUCCESS
Brysting_2007,conf_dup_loss_medium_10M,grampa,4,num_rets_bias,-17.0,SUCCESS
Brysting_2007,conf_dup_loss_medium_10M,grampa,4,ploidy_diff.dist,1.0,SUCCESS
Brysting_2007,conf_dup_loss_medium_10M,grampa,4,ploidy_diff.FP,1.0,SUCCESS
Brysting_2007,conf_dup_loss_medium_10M,grampa,4,ploidy_diff.FN,20.0,SUCCESS
Brysting_2007,conf_dup_loss_medium_10M,grampa,4,ploidy_diff.TP,0.0,SUCCESS
Brysting_2007,conf_dup_loss_medium_10M,grampa,4,ret_leaf_jaccard.dist,1.0,SUCCESS
Brysting_2007,conf_dup_loss_medium_10M,grampa,4,ret_leaf_jaccard.FP,0.05555555555555555,SUCCESS
Brysting_2007,conf_dup_loss_medium_10M,grampa,4,ret_leaf_jaccard.FN,1.0,SUCCESS
Brysting_2007,conf_dup_loss_medium_10M,grampa,4,ret_leaf_jaccard.TP,0.0,SUCCESS
Brysting_2007,conf_dup_loss_medium_10M,grampa,4,ret_sisters_jaccard.dist,1.0,SUCCESS
Brysting_2007,conf_dup_loss_medium_10M,grampa,4,ret_sisters_jaccard.FP,0.05555555555555555,SUCCESS
Brysting_2007,conf_dup_loss_medium_10M,grampa,4,ret_sisters_jaccard.FN,1.0,SUCCESS
Brysting_2007,conf_dup_loss_medium_10M,grampa,4,ret_sisters_jaccard.TP,0.0,SUCCESS
Brysting_2007,conf_dup_loss_medium_10M,grampa,5,edit_distance,0.9797979797979798,SUCCESS
Brysting_2007,conf_dup_loss_medium_10M,grampa,5,edit_distance_multree,0.8918918918918919,SUCCESS
Brysting_2007,conf_dup_loss_medium_10M,grampa,5,rf_distance,0.7101449275362319,SUCCESS
Brysting_2007,conf_dup_loss_medium_10M,grampa,5,num_rets_diff,17.0,SUCCESS
Brysting_2007,conf_dup_loss_medium_10M,grampa,5,num_rets_bias,-17.0,SUCCESS
Brysting_2007,conf_dup_loss_medium_10M,grampa,5,ploidy_diff.dist,1.0,SUCCESS
Brysting_2007,conf_dup_loss_medium_10M,grampa,5,ploidy_diff.FP,1.0,SUCCESS
Brysting_2007,conf_dup_loss_medium_10M,grampa,5,ploidy_diff.FN,20.0,SUCCESS
Brysting_2007,conf_dup_loss_medium_10M,grampa,5,ploidy_diff.TP,0.0,SUCCESS
Brysting_2007,conf_dup_loss_medium_10M,grampa,5,ret_leaf_jaccard.dist,1.0,SUCCESS
Brysting_2007,conf_dup_loss_medium_10M,grampa,5,ret_leaf_jaccard.FP,0.05555555555555555,SUCCESS
Brysting_2007,conf_dup_loss_medium_10M,grampa,5,ret_leaf_jaccard.FN,1.0,SUCCESS
Brysting_2007,conf_dup_loss_medium_10M,grampa,5,ret_leaf_jaccard.TP,0.0,SUCCESS
Brysting_2007,conf_dup_loss_medium_10M,grampa,5,ret_sisters_jaccard.dist,1.0,SUCCESS
Brysting_2007,conf_dup_loss_medium_10M,grampa,5,ret_sisters_jaccard.FP,0.05555555555555555,SUCCESS
Brysting_2007,conf_dup_loss_medium_10M,grampa,5,ret_sisters_jaccard.FN,1.0,SUCCESS
Brysting_2007,conf_dup_loss_medium_10M,grampa,5,ret_sisters_jaccard.TP,0.0,SUCCESS
